row_id,caption_available,raw_image_path,resolved_image_path,image_exists,file_size_bytes,duplicate_group_id,usable_for_training,is_duplicate_member,duplicate_group_size,issue
823,True,/data/all_images/image_823.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_823.jpeg,True,38753,singleton_823,True,False,1,
824,True,/data/all_images/image_824.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_824.jpeg,True,85943,singleton_824,True,False,1,
825,True,/data/all_images/image_825.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_825.jpeg,True,107152,singleton_825,True,False,1,
826,True,/data/all_images/image_826.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_826.jpeg,True,171752,singleton_826,True,False,1,
827,True,/data/all_images/image_827.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_827.jpeg,True,55793,singleton_827,True,False,1,
828,True,/data/all_images/image_828.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_828.jpeg,True,63803,singleton_828,True,False,1,
829,True,/data/all_images/image_829.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_829.jpeg,True,38804,singleton_829,True,False,1,
830,True,/data/all_images/image_830.png,/DATA5/prabhakar/telecom/extracted_images/images/image_830.png,True,58130,singleton_830,True,False,1,
831,True,/data/all_images/image_831.png,/DATA5/prabhakar/telecom/extracted_images/images/image_831.png,True,35690,singleton_831,True,False,1,
832,True,/data/all_images/image_832.png,/DATA5/prabhakar/telecom/extracted_images/images/image_832.png,True,39114,singleton_832,True,False,1,
833,True,/data/all_images/image_833.png,/DATA5/prabhakar/telecom/extracted_images/images/image_833.png,True,22136,singleton_833,True,False,1,
834,True,/data/all_images/image_834.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_834.jpeg,True,60528,singleton_834,True,False,1,
835,True,/data/all_images/image_835.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_835.jpeg,True,61888,singleton_835,True,False,1,
836,True,/data/all_images/image_836.png,/DATA5/prabhakar/telecom/extracted_images/images/image_836.png,True,46109,singleton_836,True,False,1,
837,True,/data/all_images/image_837.png,/DATA5/prabhakar/telecom/extracted_images/images/image_837.png,True,55160,singleton_837,True,False,1,
838,True,/data/all_images/image_838.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_838.jpeg,True,63604,singleton_838,True,False,1,
839,True,/data/all_images/image_839.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_839.jpeg,True,61887,singleton_839,True,False,1,
840,True,/data/all_images/image_840.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_840.jpeg,True,65168,singleton_840,True,False,1,
841,True,/data/all_images/image_841.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_841.jpeg,True,56591,singleton_841,True,False,1,
842,True,/data/all_images/image_842.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_842.jpeg,True,56586,singleton_842,True,False,1,
843,True,/data/all_images/image_843.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_843.jpeg,True,35228,singleton_843,True,False,1,
844,True,/data/all_images/image_844.png,/DATA5/prabhakar/telecom/extracted_images/images/image_844.png,True,39629,singleton_844,True,False,1,
845,True,/data/all_images/image_845.png,/DATA5/prabhakar/telecom/extracted_images/images/image_845.png,True,45308,singleton_845,True,False,1,
846,True,/data/all_images/image_846.png,/DATA5/prabhakar/telecom/extracted_images/images/image_846.png,True,46698,singleton_846,True,False,1,
847,True,/data/all_images/image_847.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_847.jpeg,True,76815,singleton_847,True,False,1,
848,True,/data/all_images/image_848.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_848.jpeg,True,30403,singleton_848,True,False,1,
849,True,/data/all_images/image_849.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_849.jpeg,True,62546,singleton_849,True,False,1,
850,True,/data/all_images/image_850.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_850.jpeg,True,36840,singleton_850,True,False,1,
851,True,/data/all_images/image_851.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_851.jpeg,True,44218,dup_group_25,True,True,2,
852,True,/data/all_images/image_852.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_852.jpeg,True,21320,singleton_852,True,False,1,
853,True,/data/all_images/image_853.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_853.jpeg,True,35226,dup_group_26,True,True,2,
854,True,/data/all_images/image_854.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_854.jpeg,True,40233,singleton_854,True,False,1,
855,True,/data/all_images/image_855.png,/DATA5/prabhakar/telecom/extracted_images/images/image_855.png,True,43270,dup_group_22,True,True,2,
856,True,/data/all_images/image_856.png,/DATA5/prabhakar/telecom/extracted_images/images/image_856.png,True,34595,singleton_856,True,False,1,
857,True,/data/all_images/image_857.png,/DATA5/prabhakar/telecom/extracted_images/images/image_857.png,True,38619,singleton_857,True,False,1,
858,True,/data/all_images/image_858.png,/DATA5/prabhakar/telecom/extracted_images/images/image_858.png,True,40137,singleton_858,True,False,1,
859,True,/data/all_images/image_859.png,/DATA5/prabhakar/telecom/extracted_images/images/image_859.png,True,38717,singleton_859,True,False,1,
860,True,/data/all_images/image_860.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_860.jpeg,True,123780,singleton_860,True,False,1,
861,True,/data/all_images/image_861.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_861.jpeg,True,123880,singleton_861,True,False,1,
862,True,/data/all_images/image_862.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_862.jpeg,True,95527,singleton_862,True,False,1,
863,True,/data/all_images/image_863.png,/DATA5/prabhakar/telecom/extracted_images/images/image_863.png,True,75942,singleton_863,True,False,1,
864,True,/data/all_images/image_864.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_864.jpeg,True,42565,singleton_864,True,False,1,
865,True,/data/all_images/image_865.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_865.jpeg,True,41248,singleton_865,True,False,1,
866,True,/data/all_images/image_866.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_866.jpeg,True,48648,singleton_866,True,False,1,
867,True,/data/all_images/image_867.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_867.jpeg,True,42358,singleton_867,True,False,1,
868,True,/data/all_images/image_868.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_868.jpeg,True,41798,singleton_868,True,False,1,
869,True,/data/all_images/image_869.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_869.jpeg,True,30643,singleton_869,True,False,1,
870,True,/data/all_images/image_870.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_870.jpeg,True,58818,singleton_870,True,False,1,
871,True,/data/all_images/image_871.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_871.jpeg,True,42707,singleton_871,True,False,1,
872,True,/data/all_images/image_872.png,/DATA5/prabhakar/telecom/extracted_images/images/image_872.png,True,142598,singleton_872,True,False,1,
873,True,/data/all_images/image_873.png,/DATA5/prabhakar/telecom/extracted_images/images/image_873.png,True,75577,singleton_873,True,False,1,
874,True,/data/all_images/image_874.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_874.jpeg,True,29898,singleton_874,True,False,1,
875,True,/data/all_images/image_875.png,/DATA5/prabhakar/telecom/extracted_images/images/image_875.png,True,48030,singleton_875,True,False,1,
876,True,/data/all_images/image_876.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_876.jpeg,True,143728,singleton_876,True,False,1,
877,True,/data/all_images/image_877.png,/DATA5/prabhakar/telecom/extracted_images/images/image_877.png,True,27499,singleton_877,True,False,1,
878,True,/data/all_images/image_878.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_878.jpeg,True,158412,singleton_878,True,False,1,
879,True,/data/all_images/image_879.png,/DATA5/prabhakar/telecom/extracted_images/images/image_879.png,True,40698,singleton_879,True,False,1,
880,True,/data/all_images/image_880.png,/DATA5/prabhakar/telecom/extracted_images/images/image_880.png,True,25414,singleton_880,True,False,1,
881,True,/data/all_images/image_881.png,/DATA5/prabhakar/telecom/extracted_images/images/image_881.png,True,60600,singleton_881,True,False,1,
882,True,/data/all_images/image_882.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_882.jpeg,True,86707,singleton_882,True,False,1,
883,True,/data/all_images/image_883.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_883.jpeg,True,48233,singleton_883,True,False,1,
884,True,/data/all_images/image_884.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_884.jpeg,True,52168,singleton_884,True,False,1,
885,True,/data/all_images/image_885.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_885.jpeg,True,68103,singleton_885,True,False,1,
886,True,/data/all_images/image_886.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_886.jpeg,True,81829,singleton_886,True,False,1,
887,True,/data/all_images/image_887.png,/DATA5/prabhakar/telecom/extracted_images/images/image_887.png,True,30497,singleton_887,True,False,1,
888,True,/data/all_images/image_888.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_888.jpeg,True,74097,singleton_888,True,False,1,
889,True,/data/all_images/image_889.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_889.jpeg,True,42615,singleton_889,True,False,1,
890,True,/data/all_images/image_890.png,/DATA5/prabhakar/telecom/extracted_images/images/image_890.png,True,60289,singleton_890,True,False,1,
891,True,/data/all_images/image_891.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_891.jpeg,True,69703,singleton_891,True,False,1,
892,True,/data/all_images/image_892.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_892.jpeg,True,70761,singleton_892,True,False,1,
893,True,/data/all_images/image_893.png,/DATA5/prabhakar/telecom/extracted_images/images/image_893.png,True,24380,singleton_893,True,False,1,
894,True,/data/all_images/image_894.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_894.jpeg,True,36807,singleton_894,True,False,1,
895,True,/data/all_images/image_895.png,/DATA5/prabhakar/telecom/extracted_images/images/image_895.png,True,22995,singleton_895,True,False,1,
896,True,/data/all_images/image_896.png,/DATA5/prabhakar/telecom/extracted_images/images/image_896.png,True,25411,singleton_896,True,False,1,
897,True,/data/all_images/image_897.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_897.jpeg,True,40147,singleton_897,True,False,1,
898,True,/data/all_images/image_898.png,/DATA5/prabhakar/telecom/extracted_images/images/image_898.png,True,22689,singleton_898,True,False,1,
899,True,/data/all_images/image_899.png,/DATA5/prabhakar/telecom/extracted_images/images/image_899.png,True,25134,singleton_899,True,False,1,
900,True,/data/all_images/image_900.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_900.jpeg,True,57480,singleton_900,True,False,1,
901,True,/data/all_images/image_901.png,/DATA5/prabhakar/telecom/extracted_images/images/image_901.png,True,65568,singleton_901,True,False,1,
902,True,/data/all_images/image_902.png,/DATA5/prabhakar/telecom/extracted_images/images/image_902.png,True,40338,singleton_902,True,False,1,
903,True,/data/all_images/image_903.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_903.jpeg,True,77514,singleton_903,True,False,1,
904,True,/data/all_images/image_904.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_904.jpeg,True,23427,dup_group_24,True,True,2,
905,True,/data/all_images/image_905.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_905.jpeg,True,21442,dup_group_23,True,True,2,
906,True,/data/all_images/image_906.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_906.jpeg,True,44604,singleton_906,True,False,1,
907,True,/data/all_images/image_907.png,/DATA5/prabhakar/telecom/extracted_images/images/image_907.png,True,63013,singleton_907,True,False,1,
908,True,/data/all_images/image_908.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_908.jpeg,True,71462,singleton_908,True,False,1,
909,True,/data/all_images/image_909.png,/DATA5/prabhakar/telecom/extracted_images/images/image_909.png,True,51290,singleton_909,True,False,1,
910,True,/data/all_images/image_910.png,/DATA5/prabhakar/telecom/extracted_images/images/image_910.png,True,23815,singleton_910,True,False,1,
911,True,/data/all_images/image_911.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_911.jpeg,True,20998,singleton_911,True,False,1,
912,True,/data/all_images/image_912.png,/DATA5/prabhakar/telecom/extracted_images/images/image_912.png,True,48403,singleton_912,True,False,1,
913,True,/data/all_images/image_913.png,/DATA5/prabhakar/telecom/extracted_images/images/image_913.png,True,47911,singleton_913,True,False,1,
914,True,/data/all_images/image_914.png,/DATA5/prabhakar/telecom/extracted_images/images/image_914.png,True,27154,singleton_914,True,False,1,
915,True,/data/all_images/image_915.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_915.jpeg,True,44353,singleton_915,True,False,1,
916,True,/data/all_images/image_916.png,/DATA5/prabhakar/telecom/extracted_images/images/image_916.png,True,33856,singleton_916,True,False,1,
917,True,/data/all_images/image_917.png,/DATA5/prabhakar/telecom/extracted_images/images/image_917.png,True,37211,singleton_917,True,False,1,
918,True,/data/all_images/image_918.png,/DATA5/prabhakar/telecom/extracted_images/images/image_918.png,True,35659,singleton_918,True,False,1,
919,True,/data/all_images/image_919.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_919.jpeg,True,44218,dup_group_25,True,True,2,
920,True,/data/all_images/image_920.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_920.jpeg,True,24422,singleton_920,True,False,1,
921,True,/data/all_images/image_921.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_921.jpeg,True,40735,singleton_921,True,False,1,
922,True,/data/all_images/image_922.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_922.jpeg,True,65829,singleton_922,True,False,1,
923,True,/data/all_images/image_923.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_923.jpeg,True,32713,singleton_923,True,False,1,
924,True,/data/all_images/image_924.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_924.jpeg,True,37192,singleton_924,True,False,1,
925,True,/data/all_images/image_925.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_925.jpeg,True,35475,singleton_925,True,False,1,
926,True,/data/all_images/image_926.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_926.jpeg,True,33012,singleton_926,True,False,1,
927,True,/data/all_images/image_927.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_927.jpeg,True,53487,singleton_927,True,False,1,
928,True,/data/all_images/image_928.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_928.jpeg,True,36774,singleton_928,True,False,1,
929,True,/data/all_images/image_929.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_929.jpeg,True,31641,singleton_929,True,False,1,
930,True,/data/all_images/image_930.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_930.jpeg,True,33909,singleton_930,True,False,1,
931,True,/data/all_images/image_931.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_931.jpeg,True,35597,singleton_931,True,False,1,
932,True,/data/all_images/image_932.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_932.jpeg,True,33387,singleton_932,True,False,1,
933,True,/data/all_images/image_933.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_933.jpeg,True,44803,singleton_933,True,False,1,
934,True,/data/all_images/image_934.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_934.jpeg,True,45416,dup_group_27,True,True,2,
935,True,/data/all_images/image_935.png,/DATA5/prabhakar/telecom/extracted_images/images/image_935.png,True,45570,singleton_935,True,False,1,
936,True,/data/all_images/image_936.png,/DATA5/prabhakar/telecom/extracted_images/images/image_936.png,True,23171,singleton_936,True,False,1,
937,True,/data/all_images/image_937.png,/DATA5/prabhakar/telecom/extracted_images/images/image_937.png,True,26913,singleton_937,True,False,1,
938,True,/data/all_images/image_938.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_938.jpeg,True,30957,singleton_938,True,False,1,
939,True,/data/all_images/image_939.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_939.jpeg,True,35674,singleton_939,True,False,1,
940,True,/data/all_images/image_940.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_940.jpeg,True,45069,singleton_940,True,False,1,
941,True,/data/all_images/image_941.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_941.jpeg,True,31157,singleton_941,True,False,1,
942,True,/data/all_images/image_942.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_942.jpeg,True,47240,singleton_942,True,False,1,
943,True,/data/all_images/image_943.png,/DATA5/prabhakar/telecom/extracted_images/images/image_943.png,True,22927,singleton_943,True,False,1,
944,True,/data/all_images/image_944.png,/DATA5/prabhakar/telecom/extracted_images/images/image_944.png,True,52471,singleton_944,True,False,1,
945,True,/data/all_images/image_945.png,/DATA5/prabhakar/telecom/extracted_images/images/image_945.png,True,54033,singleton_945,True,False,1,
946,True,/data/all_images/image_946.png,/DATA5/prabhakar/telecom/extracted_images/images/image_946.png,True,20508,singleton_946,True,False,1,
947,True,/data/all_images/image_947.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_947.jpeg,True,21753,singleton_947,True,False,1,
948,True,/data/all_images/image_948.png,/DATA5/prabhakar/telecom/extracted_images/images/image_948.png,True,44125,singleton_948,True,False,1,
949,True,/data/all_images/image_949.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_949.jpeg,True,56598,singleton_949,True,False,1,
950,True,/data/all_images/image_950.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_950.jpeg,True,35594,singleton_950,True,False,1,
951,True,/data/all_images/image_951.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_951.jpeg,True,34693,singleton_951,True,False,1,
952,True,/data/all_images/image_952.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_952.jpeg,True,26187,singleton_952,True,False,1,
953,True,/data/all_images/image_953.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_953.jpeg,True,52208,singleton_953,True,False,1,
954,True,/data/all_images/image_954.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_954.jpeg,True,55549,singleton_954,True,False,1,
955,True,/data/all_images/image_955.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_955.jpeg,True,26130,singleton_955,True,False,1,
956,True,/data/all_images/image_956.png,/DATA5/prabhakar/telecom/extracted_images/images/image_956.png,True,42183,singleton_956,True,False,1,
957,True,/data/all_images/image_957.png,/DATA5/prabhakar/telecom/extracted_images/images/image_957.png,True,51888,singleton_957,True,False,1,
958,True,/data/all_images/image_958.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_958.jpeg,True,62015,singleton_958,True,False,1,
959,True,/data/all_images/image_959.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_959.jpeg,True,48472,singleton_959,True,False,1,
960,True,/data/all_images/image_960.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_960.jpeg,True,48345,dup_group_28,True,True,2,
961,True,/data/all_images/image_961.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_961.jpeg,True,51753,singleton_961,True,False,1,
962,True,/data/all_images/image_962.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_962.jpeg,True,48000,dup_group_29,True,True,2,
963,True,/data/all_images/image_963.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_963.jpeg,True,32205,singleton_963,True,False,1,
964,True,/data/all_images/image_964.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_964.jpeg,True,56131,singleton_964,True,False,1,
965,True,/data/all_images/image_965.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_965.jpeg,True,22513,singleton_965,True,False,1,
966,True,/data/all_images/image_966.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_966.jpeg,True,21386,dup_group_30,True,True,2,
967,True,/data/all_images/image_967.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_967.jpeg,True,29730,singleton_967,True,False,1,
968,True,/data/all_images/image_968.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_968.jpeg,True,48000,dup_group_29,True,True,2,
969,True,/data/all_images/image_969.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_969.jpeg,True,39223,singleton_969,True,False,1,
970,True,/data/all_images/image_970.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_970.jpeg,True,45703,singleton_970,True,False,1,
971,True,/data/all_images/image_971.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_971.jpeg,True,26658,singleton_971,True,False,1,
972,True,/data/all_images/image_972.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_972.jpeg,True,23368,singleton_972,True,False,1,
973,True,/data/all_images/image_973.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_973.jpeg,True,31394,singleton_973,True,False,1,
974,True,/data/all_images/image_974.png,/DATA5/prabhakar/telecom/extracted_images/images/image_974.png,True,31669,singleton_974,True,False,1,
975,True,/data/all_images/image_975.png,/DATA5/prabhakar/telecom/extracted_images/images/image_975.png,True,75963,singleton_975,True,False,1,
976,True,/data/all_images/image_976.png,/DATA5/prabhakar/telecom/extracted_images/images/image_976.png,True,79211,singleton_976,True,False,1,
977,True,/data/all_images/image_977.png,/DATA5/prabhakar/telecom/extracted_images/images/image_977.png,True,65115,singleton_977,True,False,1,
978,True,/data/all_images/image_978.png,/DATA5/prabhakar/telecom/extracted_images/images/image_978.png,True,51510,singleton_978,True,False,1,
979,True,/data/all_images/image_979.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_979.jpeg,True,61215,singleton_979,True,False,1,
980,True,/data/all_images/image_980.png,/DATA5/prabhakar/telecom/extracted_images/images/image_980.png,True,62926,singleton_980,True,False,1,
981,True,/data/all_images/image_981.png,/DATA5/prabhakar/telecom/extracted_images/images/image_981.png,True,56505,singleton_981,True,False,1,
982,True,/data/all_images/image_982.png,/DATA5/prabhakar/telecom/extracted_images/images/image_982.png,True,25751,singleton_982,True,False,1,
983,True,/data/all_images/image_983.png,/DATA5/prabhakar/telecom/extracted_images/images/image_983.png,True,89854,singleton_983,True,False,1,
984,True,/data/all_images/image_984.png,/DATA5/prabhakar/telecom/extracted_images/images/image_984.png,True,72201,singleton_984,True,False,1,
985,True,/data/all_images/image_985.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_985.jpeg,True,31985,singleton_985,True,False,1,
986,True,/data/all_images/image_986.png,/DATA5/prabhakar/telecom/extracted_images/images/image_986.png,True,41635,singleton_986,True,False,1,
987,True,/data/all_images/image_987.png,/DATA5/prabhakar/telecom/extracted_images/images/image_987.png,True,69865,singleton_987,True,False,1,
988,True,/data/all_images/image_988.png,/DATA5/prabhakar/telecom/extracted_images/images/image_988.png,True,67523,singleton_988,True,False,1,
989,True,/data/all_images/image_989.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_989.jpeg,True,93212,singleton_989,True,False,1,
990,True,/data/all_images/image_990.png,/DATA5/prabhakar/telecom/extracted_images/images/image_990.png,True,66593,singleton_990,True,False,1,
991,True,/data/all_images/image_991.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_991.jpeg,True,71971,singleton_991,True,False,1,
992,True,/data/all_images/image_992.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_992.jpeg,True,71058,singleton_992,True,False,1,
993,True,/data/all_images/image_993.png,/DATA5/prabhakar/telecom/extracted_images/images/image_993.png,True,64020,singleton_993,True,False,1,
994,True,/data/all_images/image_994.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_994.jpeg,True,35626,singleton_994,True,False,1,
995,True,/data/all_images/image_995.png,/DATA5/prabhakar/telecom/extracted_images/images/image_995.png,True,69311,singleton_995,True,False,1,
996,True,/data/all_images/image_996.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_996.jpeg,True,66311,singleton_996,True,False,1,
997,True,/data/all_images/image_997.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_997.jpeg,True,20502,singleton_997,True,False,1,
998,True,/data/all_images/image_998.png,/DATA5/prabhakar/telecom/extracted_images/images/image_998.png,True,64265,singleton_998,True,False,1,
999,True,/data/all_images/image_999.png,/DATA5/prabhakar/telecom/extracted_images/images/image_999.png,True,64800,singleton_999,True,False,1,
1000,True,/data/all_images/image_1000.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1000.jpeg,True,20684,singleton_1000,True,False,1,
1001,True,/data/all_images/image_1001.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1001.png,True,57059,singleton_1001,True,False,1,
1002,True,/data/all_images/image_1002.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1002.png,True,25197,singleton_1002,True,False,1,
1003,True,/data/all_images/image_1003.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1003.png,True,25885,singleton_1003,True,False,1,
1004,True,/data/all_images/image_1004.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1004.png,True,22148,singleton_1004,True,False,1,
1005,True,/data/all_images/image_1005.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1005.jpeg,True,21550,singleton_1005,True,False,1,
1006,True,/data/all_images/image_1006.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1006.jpeg,True,42956,singleton_1006,True,False,1,
1007,True,/data/all_images/image_1007.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1007.jpeg,True,24239,singleton_1007,True,False,1,
1008,True,/data/all_images/image_1008.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1008.jpeg,True,35024,singleton_1008,True,False,1,
1009,True,/data/all_images/image_1009.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1009.jpeg,True,45618,singleton_1009,True,False,1,
1010,True,/data/all_images/image_1010.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1010.jpeg,True,24083,singleton_1010,True,False,1,
1011,True,/data/all_images/image_1011.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1011.jpeg,True,24301,singleton_1011,True,False,1,
1012,True,/data/all_images/image_1012.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1012.jpeg,True,55022,singleton_1012,True,False,1,
1013,True,/data/all_images/image_1013.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1013.png,True,24364,dup_group_31,True,True,2,
1014,True,/data/all_images/image_1014.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1014.png,True,28020,dup_group_32,True,True,2,
1015,True,/data/all_images/image_1015.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1015.jpeg,True,33746,singleton_1015,True,False,1,
1016,True,/data/all_images/image_1016.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1016.jpeg,True,32991,singleton_1016,True,False,1,
1017,True,/data/all_images/image_1017.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1017.jpeg,True,21682,singleton_1017,True,False,1,
1018,True,/data/all_images/image_1018.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1018.png,True,21258,singleton_1018,True,False,1,
1019,True,/data/all_images/image_1019.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1019.jpeg,True,33344,singleton_1019,True,False,1,
1020,True,/data/all_images/image_1020.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1020.jpeg,True,29541,singleton_1020,True,False,1,
1021,True,/data/all_images/image_1021.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1021.png,True,21763,singleton_1021,True,False,1,
1022,True,/data/all_images/image_1022.png,/DATA5/prabhakar/telecom/extracted_images/images/image_1022.png,True,23142,singleton_1022,True,False,1,
1023,True,/data/all_images/image_1023.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_1023.jpeg,True,24765,singleton_1023,True,False,1,
