query_id,query_text,query_type,system,rank,image_id,caption_snippet
q2_2,what happens when handover from eNB to gNB fails,q2,BM25,3,image_1303.jpeg,The mobile network management architecture mapping relationship between 3GPP
q2_2,what happens when handover from eNB to gNB fails,q2,BM25,4,image_463.jpeg,Authentication and Authorization between the EEC and the EES
q2_2,what happens when handover from eNB to gNB fails,q2,BM25,5,image_464.jpeg,Authentication and Authorization between the EEC and the EES
q2_2,what happens when handover from eNB to gNB fails,q2,BM25,6,image_466.jpeg,Authentication and Authorization between the Edge Enabler Client and the Edge
q2_2,what happens when handover from eNB to gNB fails,q2,BM25,7,image_2681.png,Procedure for authentication between the API invoker and the AEF upon the service
q2_2,what happens when handover from eNB to gNB fails,q2,BM25,8,image_1881.jpeg,Communications between the Presentity Presence Proxy and the Watcher Presence
q2_2,what happens when handover from eNB to gNB fails,q2,BM25,9,image_2056.png,Control Plane protocol stack between the UE and the SMF
q2_2,what happens when handover from eNB to gNB fails,q2,BM25,10,image_3283.jpeg,Initial request to UE-1 and redirected to PNE-1 by the PNM AS in the IM CN subsystem
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,1,image_1.jpeg,1.28Mcps TDD Home NodeB Timing according to Macro Node B’s DwPCH
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,2,image_1413.jpeg,Frame structure type 2 (for 5 ms switch-point periodicity)
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,3,image_3497.jpeg,Model for Test Mode Control and UE Test Loop Mode B on UE side when NE-DC
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,4,image_3496.jpeg,Model for Test Mode Control and UE Test Loop Mode B on UE side when NE-DC
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,5,image_2553.jpeg,Relationships between reference points of MCPTT application and signalling control
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,6,image_3110.jpeg,Relationships between reference points of MCPTT application and signalling control
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,7,image_3303.jpeg,Relationships between reference points of MCPTT application and signalling control
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,8,image_1764.jpeg,Relationships between reference points of MCPTT application and signalling control
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,9,image_3493.jpeg,Model for Test Mode Control and UE Test Loop Mode B on UE side when EN-DC or
q2_2,what happens when handover from eNB to gNB fails,q2,BGE,10,image_3494.jpeg,Model for Test Mode Control and UE Test Loop Mode B on UE side when EN-DC or
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,1,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,2,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,3,image_1524.jpeg,EAP-5G session when the UE's registration over untrusted non-3GPP access is
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,4,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,5,image_3079.jpeg,Non-MSGin5G UE registration
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,6,image_1531.jpeg,The Allowed CSG List Management Object
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,7,image_3402.jpeg,"Notification of the ECGI, TAI and/or user CSG information changes"
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,8,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,9,image_4.jpeg,UE Registration to open access HNBs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BM25,10,image_2026.jpeg,Home-routed Roaming architecture for 5G Core Network with untrusted non-3GPP
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,1,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,2,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,3,image_4.jpeg,UE Registration to open access HNBs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,4,image_1524.jpeg,EAP-5G session when the UE's registration over untrusted non-3GPP access is
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,5,image_1912.png,UE/ePDG/Trusted Non-3GPP Access Network initiated detach procedure for chained
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,6,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,7,image_3719.png,HNB Registration procedure flow
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,8,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,9,image_1117.png,AMF registering for 3GPP access
q2_3,show me the message sequence for setting up an RRC connection,q2,BGE,10,image_1939.jpeg,UE-initiated S2c PDN disconnection procedure in Untrusted Non-3GPP Access
q2_4,how is mutual authentication done between network and UE,q2,BM25,1,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_4,how is mutual authentication done between network and UE,q2,BM25,2,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q2_4,how is mutual authentication done between network and UE,q2,BM25,3,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_4,how is mutual authentication done between network and UE,q2,BM25,4,image_1377.jpeg,Mobility to HeNB's CSG and hybrid cells.
q2_4,how is mutual authentication done between network and UE,q2,BM25,5,image_3402.jpeg,"Notification of the ECGI, TAI and/or user CSG information changes"
q2_4,how is mutual authentication done between network and UE,q2,BM25,6,image_1531.jpeg,The Allowed CSG List Management Object
q2_4,how is mutual authentication done between network and UE,q2,BM25,7,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_4,how is mutual authentication done between network and UE,q2,BM25,8,image_4.jpeg,UE Registration to open access HNBs.
q2_4,how is mutual authentication done between network and UE,q2,BM25,9,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q2_4,how is mutual authentication done between network and UE,q2,BM25,10,image_1642.jpeg,T-ADS Procedure with Single registration and UE is 5GS registered
q2_4,how is mutual authentication done between network and UE,q2,BGE,1,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_4,how is mutual authentication done between network and UE,q2,BGE,2,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q2_4,how is mutual authentication done between network and UE,q2,BGE,3,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_4,how is mutual authentication done between network and UE,q2,BGE,4,image_4.jpeg,UE Registration to open access HNBs.
q2_4,how is mutual authentication done between network and UE,q2,BGE,5,image_3719.png,HNB Registration procedure flow
q2_4,how is mutual authentication done between network and UE,q2,BGE,6,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_4,how is mutual authentication done between network and UE,q2,BGE,7,image_1639.jpeg,Single Registration Procedure between UDM and HSS FE
q2_4,how is mutual authentication done between network and UE,q2,BGE,8,image_3277.jpeg,UE initiates the registration on behalf of the PNE
q2_4,how is mutual authentication done between network and UE,q2,BGE,9,image_215.jpeg,UUAA Procedure at Registration
q2_4,how is mutual authentication done between network and UE,q2,BGE,10,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q2_5,what are the components of the 5G core control plane,q2,BM25,1,image_4.jpeg,UE Registration to open access HNBs.
q2_5,what are the components of the 5G core control plane,q2,BM25,2,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q2_5,what are the components of the 5G core control plane,q2,BM25,3,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q2_5,what are the components of the 5G core control plane,q2,BM25,4,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_5,what are the components of the 5G core control plane,q2,BM25,5,image_1524.jpeg,EAP-5G session when the UE's registration over untrusted non-3GPP access is
q2_5,what are the components of the 5G core control plane,q2,BM25,6,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_5,what are the components of the 5G core control plane,q2,BM25,7,image_3719.png,HNB Registration procedure flow
q2_5,what are the components of the 5G core control plane,q2,BM25,8,image_1082.png,Subscription to the registration-state event package by the UE-A
q2_5,what are the components of the 5G core control plane,q2,BM25,9,image_1642.jpeg,T-ADS Procedure with Single registration and UE is 5GS registered
q2_5,what are the components of the 5G core control plane,q2,BM25,10,image_1643.jpeg,T-ADS Procedure with Single registration and UE is 5GS registered
q2_5,what are the components of the 5G core control plane,q2,BGE,1,image_4.jpeg,UE Registration to open access HNBs.
q2_5,what are the components of the 5G core control plane,q2,BGE,2,image_3719.png,HNB Registration procedure flow
q2_5,what are the components of the 5G core control plane,q2,BGE,3,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_5,what are the components of the 5G core control plane,q2,BGE,4,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_5,what are the components of the 5G core control plane,q2,BGE,5,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q2_5,what are the components of the 5G core control plane,q2,BGE,6,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q2_5,what are the components of the 5G core control plane,q2,BGE,7,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q2_5,what are the components of the 5G core control plane,q2,BGE,8,image_3536.jpeg,UE Initial Access procedure
q2_5,what are the components of the 5G core control plane,q2,BGE,9,image_1639.jpeg,Single Registration Procedure between UDM and HSS FE
q2_5,what are the components of the 5G core control plane,q2,BGE,10,image_35.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,1,image_5.jpeg,Iuh Disconnect procedure.
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,2,image_1494.jpeg,The 'floor participant interface state transition' state diagram
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,3,image_1539.jpeg,The 'transmission participant interface state transition' state diagram
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,4,image_3739.png,3GPP Interface IRPs
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,5,image_1758.jpeg,Chat group call disconnect on MBMS bearer
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,6,image_3168.jpeg,Chat group call disconnect on MBMS bearer
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,7,image_3364.jpeg,User Plane for Iu mode
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,8,image_17.png,Iuh–Interface Protocol Stack.
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,9,image_25.png,Iurh–Interface Protocol Stack.
q2_6,explain the steps to activate a dedicated bearer,q2,BM25,10,image_3738.jpeg,Relationship Interface IRP vs NRM IRP
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,1,image_5.jpeg,Iuh Disconnect procedure.
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,2,image_2467.png,UE/ePDG-initiated detach procedure or UE-requested PDN disconnection procedure
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,3,image_3376.jpeg,HSS-Initiated Detach Procedure
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,4,image_1913.png,UE-initiated detach procedure with MIPv4 FACoA
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,5,image_1937.png,UE/ePDG-initiated detach procedure with PMIPv6 on S2b
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,6,image_3373.jpeg,UE-Initiated Detach Procedure - UE camping on E-UTRAN
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,7,image_22.png,Release of established signalling connection over Iupc and Iuh connections – HNB
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,8,image_23.jpeg,Release of established signalling connection over Iupc and Iuh connections – HNB
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,9,image_3375.jpeg,MME-Initiated Detach Procedure
q2_6,explain the steps to activate a dedicated bearer,q2,BGE,10,image_32.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q2_7,what are the different MME states and transitions,q2,BM25,1,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q2_7,what are the different MME states and transitions,q2,BM25,2,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q2_7,what are the different MME states and transitions,q2,BM25,3,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q2_7,what are the different MME states and transitions,q2,BM25,4,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_7,what are the different MME states and transitions,q2,BM25,5,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_7,what are the different MME states and transitions,q2,BM25,6,image_3717.png,HNB-GW discovery via HMS (initial) accessible on the MNO Intranet
q2_7,what are the different MME states and transitions,q2,BM25,7,image_3718.jpeg,HNB-GW discovery via HMS (initial) accessible on the public Internet
q2_7,what are the different MME states and transitions,q2,BM25,8,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q2_7,what are the different MME states and transitions,q2,BM25,9,image_32.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q2_7,what are the different MME states and transitions,q2,BM25,10,image_33.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q2_7,what are the different MME states and transitions,q2,BGE,1,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q2_7,what are the different MME states and transitions,q2,BGE,2,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q2_7,what are the different MME states and transitions,q2,BGE,3,image_34.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q2_7,what are the different MME states and transitions,q2,BGE,4,image_35.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q2_7,what are the different MME states and transitions,q2,BGE,5,image_19.png,Establishment of signalling connection over Iuh and Iupc connections between HNB
q2_7,what are the different MME states and transitions,q2,BGE,6,image_33.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q2_7,what are the different MME states and transitions,q2,BGE,7,image_32.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q2_7,what are the different MME states and transitions,q2,BGE,8,image_18.png,Establishment of signalling connection over Iupc and Iuh connections between HNB
q2_7,what are the different MME states and transitions,q2,BGE,9,image_3555.jpeg,Inter-gNB handover involving gNB-CU-UP change
q2_7,what are the different MME states and transitions,q2,BGE,10,image_23.jpeg,Release of established signalling connection over Iupc and Iuh connections – HNB
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,1,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,2,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,3,image_2196.png,MT-LR positioning procedures when UE is served by the two VPLMNs
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,4,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,5,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,6,image_3714.png,Fully pooled radio resources between two POPs
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,7,image_1145.jpeg,C-SON process
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,8,image_1146.jpeg,D-SON process
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,9,image_1147.jpeg,D-SON process
q2_8,how does the eNB ask the MME to release UE context,q2,BM25,10,image_2942.jpeg,Emergency alert initiation
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,1,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,2,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,3,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,4,image_3719.png,HNB Registration procedure flow
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,5,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,6,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,7,image_577.jpeg,Inter-MN handover with/without MN initiated SN change procedure
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,8,image_3555.jpeg,Inter-gNB handover involving gNB-CU-UP change
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,9,image_576.jpeg,Inter-MN handover with/without MN initiated SN change
q2_8,how does the eNB ask the MME to release UE context,q2,BGE,10,image_18.png,Establishment of signalling connection over Iupc and Iuh connections between HNB
q2_9,what is the split between central and distributed units in gNB,q2,BM25,1,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q2_9,what is the split between central and distributed units in gNB,q2,BM25,2,image_16.jpeg,RNC to HNB CELL_FACH/CELL_PCH and URA_PCH mobility
q2_9,what is the split between central and distributed units in gNB,q2,BM25,3,image_1484.jpeg,Physical-layer model for PCH transmission
q2_9,what is the split between central and distributed units in gNB,q2,BM25,4,image_3458.jpeg,Physical-layer model for PCH transmission
q2_9,what is the split between central and distributed units in gNB,q2,BM25,5,image_1375.jpeg,Addition of a hybrid cell as serving cell of the SeNB
q2_9,what is the split between central and distributed units in gNB,q2,BM25,6,image_3548.png,F1 startup and cell activation
q2_9,what is the split between central and distributed units in gNB,q2,BM25,7,image_238.jpeg,CSP cell database
q2_9,what is the split between central and distributed units in gNB,q2,BM25,8,image_1140.jpeg,Cell relation view
q2_9,what is the split between central and distributed units in gNB,q2,BM25,9,image_1141.png,Cell relation view
q2_9,what is the split between central and distributed units in gNB,q2,BM25,10,image_3509.jpeg,HAPS cell layout
q2_9,what is the split between central and distributed units in gNB,q2,BGE,1,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q2_9,what is the split between central and distributed units in gNB,q2,BGE,2,image_16.jpeg,RNC to HNB CELL_FACH/CELL_PCH and URA_PCH mobility
q2_9,what is the split between central and distributed units in gNB,q2,BGE,3,image_1377.jpeg,Mobility to HeNB's CSG and hybrid cells.
q2_9,what is the split between central and distributed units in gNB,q2,BGE,4,image_3557.jpeg,RRC Inactive to RRC Connected state transition.
q2_9,what is the split between central and distributed units in gNB,q2,BGE,5,image_3556.png,RRC Connected to RRC Inactive state transition.
q2_9,what is the split between central and distributed units in gNB,q2,BGE,6,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q2_9,what is the split between central and distributed units in gNB,q2,BGE,7,image_32.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q2_9,what is the split between central and distributed units in gNB,q2,BGE,8,image_33.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q2_9,what is the split between central and distributed units in gNB,q2,BGE,9,image_3719.png,HNB Registration procedure flow
q2_9,what is the split between central and distributed units in gNB,q2,BGE,10,image_1411.jpeg,"Mobility procedures between E-UTRA/EPC, E-UTRA/5GC and NR"
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,1,image_9.png,HNB Configuration Transfer.
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,2,image_266.png,LTKUP key agreement process diagram
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,3,image_1191.png,Example when the SON for AAS algorithm is located in the eNB(s)
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,4,image_784.jpeg,Diagram of the functional reference architecture
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,5,image_3278.jpeg,Successful PN-configuration procedure in the IM CN subsystem
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,6,image_3279.jpeg,PN-configuration procedure for PNE in the IM CN subsystem
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,7,image_2905.jpeg,MC service UE obtains the configuration data
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,8,image_1494.jpeg,The 'floor participant interface state transition' state diagram
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,9,image_1539.jpeg,The 'transmission participant interface state transition' state diagram
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BM25,10,image_34.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,1,image_9.png,HNB Configuration Transfer.
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,2,image_3719.png,HNB Registration procedure flow
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,3,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,4,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,5,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,6,image_1462.jpeg,"MeNB initiated SgNB Modification Preparation, successful operation"
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,7,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,8,image_34.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,9,image_35.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q2_10,how do AMF and SMF interact with UPF for PDU sessions,q2,BGE,10,image_1540.jpeg,'Transmission participant state diagram – basic operation'
q2_11,how does the network wake up a UE in idle mode,q2,BM25,1,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q2_11,how does the network wake up a UE in idle mode,q2,BM25,2,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_11,how does the network wake up a UE in idle mode,q2,BM25,3,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_11,how does the network wake up a UE in idle mode,q2,BM25,4,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_11,how does the network wake up a UE in idle mode,q2,BM25,5,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_11,how does the network wake up a UE in idle mode,q2,BM25,6,image_4.jpeg,UE Registration to open access HNBs.
q2_11,how does the network wake up a UE in idle mode,q2,BM25,7,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_11,how does the network wake up a UE in idle mode,q2,BM25,8,image_1377.jpeg,Mobility to HeNB's CSG and hybrid cells.
q2_11,how does the network wake up a UE in idle mode,q2,BM25,9,image_2471.jpeg,Handover from 3GPP Access to Fixed Broadband Access
q2_11,how does the network wake up a UE in idle mode,q2,BM25,10,image_2472.png,Handover from Fixed Broadband Access to 3GPP Access
q2_11,how does the network wake up a UE in idle mode,q2,BGE,1,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q2_11,how does the network wake up a UE in idle mode,q2,BGE,2,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_11,how does the network wake up a UE in idle mode,q2,BGE,3,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_11,how does the network wake up a UE in idle mode,q2,BGE,4,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_11,how does the network wake up a UE in idle mode,q2,BGE,5,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_11,how does the network wake up a UE in idle mode,q2,BGE,6,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q2_11,how does the network wake up a UE in idle mode,q2,BGE,7,image_16.jpeg,RNC to HNB CELL_FACH/CELL_PCH and URA_PCH mobility
q2_11,how does the network wake up a UE in idle mode,q2,BGE,8,image_4.jpeg,UE Registration to open access HNBs.
q2_11,how does the network wake up a UE in idle mode,q2,BGE,9,image_9.png,HNB Configuration Transfer.
q2_11,how does the network wake up a UE in idle mode,q2,BGE,10,image_1294.jpeg,Edge NRM relationship diagram
q2_12,what layers make up the LTE user plane stack,q2,BM25,1,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_12,what layers make up the LTE user plane stack,q2,BM25,2,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_12,what layers make up the LTE user plane stack,q2,BM25,3,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q2_12,what layers make up the LTE user plane stack,q2,BM25,4,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_12,what layers make up the LTE user plane stack,q2,BM25,5,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_12,what layers make up the LTE user plane stack,q2,BM25,6,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q2_12,what layers make up the LTE user plane stack,q2,BM25,7,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q2_12,what layers make up the LTE user plane stack,q2,BM25,8,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_12,what layers make up the LTE user plane stack,q2,BM25,9,image_4.jpeg,UE Registration to open access HNBs.
q2_12,what layers make up the LTE user plane stack,q2,BM25,10,image_16.jpeg,RNC to HNB CELL_FACH/CELL_PCH and URA_PCH mobility
q2_12,what layers make up the LTE user plane stack,q2,BGE,1,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_12,what layers make up the LTE user plane stack,q2,BGE,2,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_12,what layers make up the LTE user plane stack,q2,BGE,3,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q2_12,what layers make up the LTE user plane stack,q2,BGE,4,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_12,what layers make up the LTE user plane stack,q2,BGE,5,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q2_12,what layers make up the LTE user plane stack,q2,BGE,6,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q2_12,what layers make up the LTE user plane stack,q2,BGE,7,image_16.jpeg,RNC to HNB CELL_FACH/CELL_PCH and URA_PCH mobility
q2_12,what layers make up the LTE user plane stack,q2,BGE,8,image_4.jpeg,UE Registration to open access HNBs.
q2_12,what layers make up the LTE user plane stack,q2,BGE,9,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_12,what layers make up the LTE user plane stack,q2,BGE,10,image_3555.jpeg,Inter-gNB handover involving gNB-CU-UP change
q2_13,how is the S1 connection torn down,q2,BM25,1,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q2_13,how is the S1 connection torn down,q2,BM25,2,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q2_13,how is the S1 connection torn down,q2,BM25,3,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q2_13,how is the S1 connection torn down,q2,BM25,4,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q2_13,how is the S1 connection torn down,q2,BM25,5,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
