duplicate_group_id,row_ids,group_size,assigned_split,leakage_detected,image_paths_exist,notes
singleton_2262,[2262],1,Train,False,True,All paths resolved
singleton_2141,[2141],1,Train,False,True,All paths resolved
singleton_410,[410],1,Train,False,True,All paths resolved
singleton_1241,[1241],1,Train,False,True,All paths resolved
singleton_2507,[2507],1,Test,False,True,All paths resolved
singleton_278,[278],1,Val,False,True,All paths resolved
singleton_914,[914],1,Val,False,True,All paths resolved
singleton_1345,[1345],1,Train,False,True,All paths resolved
singleton_2499,[2499],1,Test,False,True,All paths resolved
singleton_2234,[2234],1,Train,False,True,All paths resolved
singleton_886,[886],1,Train,False,True,All paths resolved
dup_group_268,"[3015, 3064]",2,Train,False,True,All paths resolved
singleton_2953,[2953],1,Train,False,True,All paths resolved
singleton_949,[949],1,Train,False,True,All paths resolved
dup_group_240,"[2940, 3265]",2,Test,False,True,All paths resolved
singleton_3371,[3371],1,Train,False,True,All paths resolved
singleton_2298,[2298],1,Train,False,True,All paths resolved
singleton_1211,[1211],1,Train,False,True,All paths resolved
singleton_890,[890],1,Train,False,True,All paths resolved
singleton_1449,[1449],1,Train,False,True,All paths resolved
singleton_3193,[3193],1,Train,False,True,All paths resolved
singleton_942,[942],1,Train,False,True,All paths resolved
singleton_552,[552],1,Test,False,True,All paths resolved
singleton_2851,[2851],1,Train,False,True,All paths resolved
singleton_3212,[3212],1,Train,False,True,All paths resolved
singleton_0,[0],1,Test,False,True,All paths resolved
singleton_3396,[3396],1,Val,False,True,All paths resolved
singleton_419,[419],1,Train,False,True,All paths resolved
singleton_1118,[1118],1,Val,False,True,All paths resolved
singleton_2212,[2212],1,Train,False,True,All paths resolved
singleton_3483,[3483],1,Train,False,True,All paths resolved
singleton_555,[555],1,Train,False,True,All paths resolved
singleton_1692,[1692],1,Train,False,True,All paths resolved
singleton_1290,[1290],1,Train,False,True,All paths resolved
singleton_2112,[2112],1,Train,False,True,All paths resolved
singleton_224,[224],1,Train,False,True,All paths resolved
singleton_2120,[2120],1,Test,False,True,All paths resolved
singleton_2557,[2557],1,Train,False,True,All paths resolved
singleton_2358,[2358],1,Test,False,True,All paths resolved
singleton_3560,[3560],1,Train,False,True,All paths resolved
singleton_1073,[1073],1,Train,False,True,All paths resolved
singleton_3699,[3699],1,Train,False,True,All paths resolved
dup_group_63,"[1727, 2627]",2,Test,False,True,All paths resolved
singleton_952,[952],1,Train,False,True,All paths resolved
singleton_1084,[1084],1,Train,False,True,All paths resolved
singleton_2860,[2860],1,Test,False,True,All paths resolved
singleton_3090,[3090],1,Test,False,True,All paths resolved
singleton_407,[407],1,Train,False,True,All paths resolved
singleton_1538,[1538],1,Train,False,True,All paths resolved
singleton_3759,[3759],1,Val,False,True,All paths resolved
singleton_1019,[1019],1,Val,False,True,All paths resolved
singleton_228,[228],1,Train,False,True,All paths resolved
singleton_1180,[1180],1,Train,False,True,All paths resolved
singleton_2348,[2348],1,Train,False,True,All paths resolved
singleton_745,[745],1,Test,False,True,All paths resolved
singleton_2043,[2043],1,Train,False,True,All paths resolved
dup_group_247,"[2988, 3038]",2,Train,False,True,All paths resolved
singleton_3616,[3616],1,Train,False,True,All paths resolved
singleton_337,[337],1,Train,False,True,All paths resolved
singleton_3656,[3656],1,Train,False,True,All paths resolved
singleton_1967,[1967],1,Train,False,True,All paths resolved
singleton_1640,[1640],1,Train,False,True,All paths resolved
singleton_2995,[2995],1,Train,False,True,All paths resolved
singleton_529,[529],1,Val,False,True,All paths resolved
singleton_3612,[3612],1,Train,False,True,All paths resolved
dup_group_99,"[1768, 3113]",2,Test,False,True,All paths resolved
singleton_2691,[2691],1,Train,False,True,All paths resolved
singleton_2027,[2027],1,Train,False,True,All paths resolved
singleton_1374,[1374],1,Train,False,True,All paths resolved
singleton_1490,[1490],1,Train,False,True,All paths resolved
singleton_330,[330],1,Train,False,True,All paths resolved
singleton_2197,[2197],1,Train,False,True,All paths resolved
dup_group_50,"[1712, 2612]",2,Train,False,True,All paths resolved
singleton_2731,[2731],1,Test,False,True,All paths resolved
singleton_159,[159],1,Val,False,True,All paths resolved
singleton_2671,[2671],1,Test,False,True,All paths resolved
singleton_3660,[3660],1,Train,False,True,All paths resolved
dup_group_79,"[1745, 2645]",2,Train,False,True,All paths resolved
singleton_331,[331],1,Val,False,True,All paths resolved
singleton_2521,[2521],1,Train,False,True,All paths resolved
singleton_489,[489],1,Train,False,True,All paths resolved
singleton_190,[190],1,Test,False,True,All paths resolved
dup_group_37,"[1269, 1271]",2,Train,False,True,All paths resolved
singleton_859,[859],1,Test,False,True,All paths resolved
singleton_73,[73],1,Test,False,True,All paths resolved
singleton_177,[177],1,Train,False,True,All paths resolved
singleton_836,[836],1,Train,False,True,All paths resolved
singleton_731,[731],1,Test,False,True,All paths resolved
singleton_1629,[1629],1,Train,False,True,All paths resolved
singleton_2259,[2259],1,Train,False,True,All paths resolved
singleton_3384,[3384],1,Train,False,True,All paths resolved
singleton_2315,[2315],1,Train,False,True,All paths resolved
singleton_2103,[2103],1,Train,False,True,All paths resolved
singleton_1868,[1868],1,Train,False,True,All paths resolved
singleton_2152,[2152],1,Train,False,True,All paths resolved
dup_group_103,"[1772, 3117]",2,Test,False,True,All paths resolved
singleton_879,[879],1,Train,False,True,All paths resolved
singleton_2300,[2300],1,Train,False,True,All paths resolved
dup_group_207,"[2543, 2896, 3293]",3,Train,False,True,All paths resolved
dup_group_223,"[2894, 3233]",2,Train,False,True,All paths resolved
singleton_1398,[1398],1,Train,False,True,All paths resolved
singleton_977,[977],1,Train,False,True,All paths resolved
singleton_2900,[2900],1,Test,False,True,All paths resolved
singleton_1377,[1377],1,Train,False,True,All paths resolved
singleton_185,[185],1,Train,False,True,All paths resolved
singleton_285,[285],1,Train,False,True,All paths resolved
singleton_307,[307],1,Train,False,True,All paths resolved
singleton_995,[995],1,Train,False,True,All paths resolved
singleton_2504,[2504],1,Train,False,True,All paths resolved
singleton_3754,[3754],1,Train,False,True,All paths resolved
singleton_618,[618],1,Train,False,True,All paths resolved
singleton_1158,[1158],1,Train,False,True,All paths resolved
singleton_1358,[1358],1,Train,False,True,All paths resolved
singleton_2140,[2140],1,Train,False,True,All paths resolved
singleton_2125,[2125],1,Train,False,True,All paths resolved
singleton_641,[641],1,Train,False,True,All paths resolved
singleton_2004,[2004],1,Test,False,True,All paths resolved
singleton_3654,[3654],1,Train,False,True,All paths resolved
dup_group_48,"[1710, 2610]",2,Train,False,True,All paths resolved
singleton_1619,[1619],1,Train,False,True,All paths resolved
singleton_842,[842],1,Train,False,True,All paths resolved
singleton_2923,[2923],1,Train,False,True,All paths resolved
singleton_418,[418],1,Val,False,True,All paths resolved
singleton_834,[834],1,Val,False,True,All paths resolved
singleton_3672,[3672],1,Train,False,True,All paths resolved
singleton_3726,[3726],1,Train,False,True,All paths resolved
singleton_3485,[3485],1,Train,False,True,All paths resolved
singleton_2600,[2600],1,Test,False,True,All paths resolved
singleton_2210,[2210],1,Val,False,True,All paths resolved
singleton_2475,[2475],1,Train,False,True,All paths resolved
singleton_1212,[1212],1,Train,False,True,All paths resolved
singleton_1890,[1890],1,Train,False,True,All paths resolved
singleton_3733,[3733],1,Train,False,True,All paths resolved
singleton_14,[14],1,Train,False,True,All paths resolved
singleton_1637,[1637],1,Train,False,True,All paths resolved
singleton_985,[985],1,Test,False,True,All paths resolved
singleton_135,[135],1,Test,False,True,All paths resolved
singleton_2781,[2781],1,Train,False,True,All paths resolved
singleton_2488,[2488],1,Test,False,True,All paths resolved
singleton_2862,[2862],1,Test,False,True,All paths resolved
singleton_3731,[3731],1,Train,False,True,All paths resolved
singleton_2069,[2069],1,Val,False,True,All paths resolved
singleton_1644,[1644],1,Test,False,True,All paths resolved
singleton_3522,[3522],1,Test,False,True,All paths resolved
singleton_446,[446],1,Train,False,True,All paths resolved
singleton_54,[54],1,Train,False,True,All paths resolved
singleton_2117,[2117],1,Train,False,True,All paths resolved
singleton_202,[202],1,Train,False,True,All paths resolved
singleton_2749,[2749],1,Test,False,True,All paths resolved
dup_group_64,"[1728, 2628]",2,Train,False,True,All paths resolved
singleton_2326,[2326],1,Train,False,True,All paths resolved
singleton_2858,[2858],1,Train,False,True,All paths resolved
singleton_2128,[2128],1,Train,False,True,All paths resolved
singleton_2079,[2079],1,Val,False,True,All paths resolved
singleton_2984,[2984],1,Train,False,True,All paths resolved
singleton_1691,[1691],1,Train,False,True,All paths resolved
singleton_625,[625],1,Train,False,True,All paths resolved
singleton_2875,[2875],1,Train,False,True,All paths resolved
singleton_2952,[2952],1,Train,False,True,All paths resolved
singleton_718,[718],1,Test,False,True,All paths resolved
singleton_789,[789],1,Train,False,True,All paths resolved
singleton_2773,[2773],1,Train,False,True,All paths resolved
singleton_3357,[3357],1,Test,False,True,All paths resolved
singleton_2076,[2076],1,Test,False,True,All paths resolved
singleton_3760,[3760],1,Train,False,True,All paths resolved
singleton_3460,[3460],1,Test,False,True,All paths resolved
singleton_2489,[2489],1,Train,False,True,All paths resolved
singleton_2728,[2728],1,Train,False,True,All paths resolved
singleton_374,[374],1,Train,False,True,All paths resolved
dup_group_252,"[2997, 3047]",2,Test,False,True,All paths resolved
singleton_3663,[3663],1,Val,False,True,All paths resolved
singleton_833,[833],1,Test,False,True,All paths resolved
singleton_3496,[3496],1,Val,False,True,All paths resolved
singleton_276,[276],1,Train,False,True,All paths resolved
singleton_2450,[2450],1,Test,False,True,All paths resolved
singleton_2707,[2707],1,Test,False,True,All paths resolved
singleton_3534,[3534],1,Train,False,True,All paths resolved
singleton_1991,[1991],1,Train,False,True,All paths resolved
singleton_1117,[1117],1,Train,False,True,All paths resolved
singleton_3584,[3584],1,Train,False,True,All paths resolved
singleton_1864,[1864],1,Test,False,True,All paths resolved
dup_group_261,"[3007, 3057]",2,Test,False,True,All paths resolved
singleton_711,[711],1,Val,False,True,All paths resolved
singleton_2739,[2739],1,Train,False,True,All paths resolved
singleton_1336,[1336],1,Train,False,True,All paths resolved
singleton_3387,[3387],1,Train,False,True,All paths resolved
singleton_682,[682],1,Train,False,True,All paths resolved
singleton_763,[763],1,Train,False,True,All paths resolved
singleton_1331,[1331],1,Train,False,True,All paths resolved
singleton_3757,[3757],1,Test,False,True,All paths resolved
singleton_918,[918],1,Train,False,True,All paths resolved
singleton_1986,[1986],1,Test,False,True,All paths resolved
singleton_2755,[2755],1,Val,False,True,All paths resolved
singleton_2849,[2849],1,Train,False,True,All paths resolved
singleton_728,[728],1,Val,False,True,All paths resolved
singleton_3552,[3552],1,Train,False,True,All paths resolved
singleton_2560,[2560],1,Train,False,True,All paths resolved
singleton_3621,[3621],1,Val,False,True,All paths resolved
dup_group_32,"[1014, 1127]",2,Test,False,True,All paths resolved
singleton_201,[201],1,Train,False,True,All paths resolved
singleton_666,[666],1,Train,False,True,All paths resolved
singleton_227,[227],1,Train,False,True,All paths resolved
singleton_3603,[3603],1,Train,False,True,All paths resolved
dup_group_137,"[1817, 3158]",2,Train,False,True,All paths resolved
singleton_1939,[1939],1,Train,False,True,All paths resolved
singleton_408,[408],1,Val,False,True,All paths resolved
singleton_3544,[3544],1,Train,False,True,All paths resolved
singleton_2072,[2072],1,Train,False,True,All paths resolved
dup_group_187,"[2420, 3335]",2,Train,False,True,All paths resolved
dup_group_26,"[853, 2798]",2,Train,False,True,All paths resolved
singleton_3575,[3575],1,Train,False,True,All paths resolved
singleton_877,[877],1,Test,False,True,All paths resolved
singleton_1990,[1990],1,Train,False,True,All paths resolved
singleton_268,[268],1,Test,False,True,All paths resolved
singleton_1420,[1420],1,Test,False,True,All paths resolved
singleton_2930,[2930],1,Train,False,True,All paths resolved
singleton_1288,[1288],1,Train,False,True,All paths resolved
singleton_3422,[3422],1,Test,False,True,All paths resolved
singleton_3486,[3486],1,Train,False,True,All paths resolved
singleton_1029,[1029],1,Train,False,True,All paths resolved
singleton_1493,[1493],1,Train,False,True,All paths resolved
singleton_321,[321],1,Test,False,True,All paths resolved
singleton_2305,[2305],1,Train,False,True,All paths resolved
singleton_3570,[3570],1,Train,False,True,All paths resolved
dup_group_41,"[1501, 1502]",2,Train,False,True,All paths resolved
singleton_127,[127],1,Train,False,True,All paths resolved
singleton_658,[658],1,Train,False,True,All paths resolved
singleton_487,[487],1,Train,False,True,All paths resolved
singleton_1033,[1033],1,Train,False,True,All paths resolved
singleton_2785,[2785],1,Train,False,True,All paths resolved
singleton_3041,[3041],1,Train,False,True,All paths resolved
singleton_3187,[3187],1,Train,False,True,All paths resolved
singleton_1870,[1870],1,Val,False,True,All paths resolved
singleton_2888,[2888],1,Train,False,True,All paths resolved
singleton_1292,[1292],1,Train,False,True,All paths resolved
singleton_38,[38],1,Train,False,True,All paths resolved
singleton_3604,[3604],1,Test,False,True,All paths resolved
singleton_1543,[1543],1,Test,False,True,All paths resolved
singleton_3256,[3256],1,Train,False,True,All paths resolved
singleton_3531,[3531],1,Train,False,True,All paths resolved
singleton_3565,[3565],1,Train,False,True,All paths resolved
singleton_1160,[1160],1,Train,False,True,All paths resolved
dup_group_105,"[1774, 3119]",2,Test,False,True,All paths resolved
singleton_403,[403],1,Train,False,True,All paths resolved
singleton_2786,[2786],1,Train,False,True,All paths resolved
singleton_3730,[3730],1,Train,False,True,All paths resolved
singleton_673,[673],1,Train,False,True,All paths resolved
singleton_1526,[1526],1,Train,False,True,All paths resolved
singleton_2287,[2287],1,Train,False,True,All paths resolved
singleton_3045,[3045],1,Train,False,True,All paths resolved
singleton_11,[11],1,Train,False,True,All paths resolved
singleton_115,[115],1,Train,False,True,All paths resolved
singleton_294,[294],1,Train,False,True,All paths resolved
singleton_1860,[1860],1,Test,False,True,All paths resolved
singleton_2456,[2456],1,Train,False,True,All paths resolved
singleton_2534,[2534],1,Test,False,True,All paths resolved
singleton_45,[45],1,Test,False,True,All paths resolved
singleton_1018,[1018],1,Train,False,True,All paths resolved
singleton_3694,[3694],1,Test,False,True,All paths resolved
singleton_2098,[2098],1,Test,False,True,All paths resolved
dup_group_153,"[2341, 2345]",2,Train,False,True,All paths resolved
singleton_1444,[1444],1,Val,False,True,All paths resolved
singleton_1061,[1061],1,Test,False,True,All paths resolved
singleton_847,[847],1,Train,False,True,All paths resolved
singleton_586,[586],1,Train,False,True,All paths resolved
singleton_1477,[1477],1,Test,False,True,All paths resolved
dup_group_98,"[1767, 3112]",2,Train,False,True,All paths resolved
singleton_363,[363],1,Train,False,True,All paths resolved
singleton_3489,[3489],1,Train,False,True,All paths resolved
singleton_566,[566],1,Test,False,True,All paths resolved
singleton_1452,[1452],1,Train,False,True,All paths resolved
singleton_2320,[2320],1,Val,False,True,All paths resolved
singleton_31,[31],1,Val,False,True,All paths resolved
singleton_2850,[2850],1,Train,False,True,All paths resolved
singleton_1229,[1229],1,Train,False,True,All paths resolved
singleton_2357,[2357],1,Test,False,True,All paths resolved
singleton_2681,[2681],1,Train,False,True,All paths resolved
singleton_1624,[1624],1,Train,False,True,All paths resolved
singleton_1515,[1515],1,Train,False,True,All paths resolved
singleton_829,[829],1,Train,False,True,All paths resolved
singleton_1281,[1281],1,Train,False,True,All paths resolved
singleton_2955,[2955],1,Test,False,True,All paths resolved
singleton_1004,[1004],1,Train,False,True,All paths resolved
singleton_1467,[1467],1,Train,False,True,All paths resolved
singleton_74,[74],1,Train,False,True,All paths resolved
singleton_2295,[2295],1,Val,False,True,All paths resolved
singleton_3390,[3390],1,Test,False,True,All paths resolved
singleton_2362,[2362],1,Val,False,True,All paths resolved
dup_group_152,"[2216, 2217, 2220]",3,Test,False,True,All paths resolved
singleton_3097,[3097],1,Train,False,True,All paths resolved
singleton_3184,[3184],1,Train,False,True,All paths resolved
singleton_898,[898],1,Test,False,True,All paths resolved
singleton_2312,[2312],1,Train,False,True,All paths resolved
singleton_2751,[2751],1,Train,False,True,All paths resolved
singleton_2515,[2515],1,Test,False,True,All paths resolved
singleton_1456,[1456],1,Train,False,True,All paths resolved
singleton_1961,[1961],1,Train,False,True,All paths resolved
singleton_2360,[2360],1,Train,False,True,All paths resolved
singleton_2503,[2503],1,Test,False,True,All paths resolved
singleton_182,[182],1,Train,False,True,All paths resolved
singleton_1413,[1413],1,Train,False,True,All paths resolved
singleton_723,[723],1,Test,False,True,All paths resolved
singleton_124,[124],1,Train,False,True,All paths resolved
singleton_3230,[3230],1,Train,False,True,All paths resolved
singleton_1065,[1065],1,Val,False,True,All paths resolved
singleton_2601,[2601],1,Train,False,True,All paths resolved
singleton_3664,[3664],1,Train,False,True,All paths resolved
singleton_3684,[3684],1,Train,False,True,All paths resolved
singleton_295,[295],1,Val,False,True,All paths resolved
singleton_2959,[2959],1,Train,False,True,All paths resolved
singleton_62,[62],1,Train,False,True,All paths resolved
singleton_2676,[2676],1,Train,False,True,All paths resolved
singleton_81,[81],1,Test,False,True,All paths resolved
singleton_781,[781],1,Train,False,True,All paths resolved
singleton_3196,[3196],1,Test,False,True,All paths resolved
singleton_1580,[1580],1,Train,False,True,All paths resolved
singleton_2969,[2969],1,Train,False,True,All paths resolved
singleton_2059,[2059],1,Test,False,True,All paths resolved
singleton_229,[229],1,Train,False,True,All paths resolved
singleton_3382,[3382],1,Train,False,True,All paths resolved
dup_group_189,"[2422, 3337]",2,Test,False,True,All paths resolved
singleton_130,[130],1,Train,False,True,All paths resolved
singleton_2446,[2446],1,Test,False,True,All paths resolved
singleton_3467,[3467],1,Train,False,True,All paths resolved
singleton_2864,[2864],1,Train,False,True,All paths resolved
singleton_164,[164],1,Train,False,True,All paths resolved
singleton_2787,[2787],1,Test,False,True,All paths resolved
singleton_1294,[1294],1,Train,False,True,All paths resolved
singleton_372,[372],1,Train,False,True,All paths resolved
singleton_2890,[2890],1,Train,False,True,All paths resolved
singleton_3526,[3526],1,Train,False,True,All paths resolved
singleton_1674,[1674],1,Val,False,True,All paths resolved
singleton_2609,[2609],1,Val,False,True,All paths resolved
singleton_2172,[2172],1,Train,False,True,All paths resolved
singleton_1650,[1650],1,Train,False,True,All paths resolved
singleton_3702,[3702],1,Train,False,True,All paths resolved
singleton_3642,[3642],1,Train,False,True,All paths resolved
singleton_272,[272],1,Train,False,True,All paths resolved
singleton_2867,[2867],1,Train,False,True,All paths resolved
singleton_158,[158],1,Val,False,True,All paths resolved
singleton_1911,[1911],1,Train,False,True,All paths resolved
dup_group_19,"[510, 594]",2,Test,False,True,All paths resolved
singleton_3600,[3600],1,Train,False,True,All paths resolved
singleton_2779,[2779],1,Train,False,True,All paths resolved
singleton_3083,[3083],1,Val,False,True,All paths resolved
singleton_665,[665],1,Train,False,True,All paths resolved
singleton_3448,[3448],1,Train,False,True,All paths resolved
singleton_743,[743],1,Train,False,True,All paths resolved
singleton_596,[596],1,Train,False,True,All paths resolved
singleton_664,[664],1,Train,False,True,All paths resolved
singleton_607,[607],1,Val,False,True,All paths resolved
singleton_2871,[2871],1,Test,False,True,All paths resolved
singleton_3592,[3592],1,Train,False,True,All paths resolved
singleton_456,[456],1,Train,False,True,All paths resolved
singleton_1976,[1976],1,Val,False,True,All paths resolved
singleton_184,[184],1,Train,False,True,All paths resolved
singleton_2221,[2221],1,Train,False,True,All paths resolved
singleton_2265,[2265],1,Train,False,True,All paths resolved
singleton_2213,[2213],1,Test,False,True,All paths resolved
dup_group_89,"[1755, 2655]",2,Train,False,True,All paths resolved
dup_group_237,"[2917, 3253]",2,Train,False,True,All paths resolved
singleton_1786,[1786],1,Val,False,True,All paths resolved
singleton_567,[567],1,Train,False,True,All paths resolved
singleton_1037,[1037],1,Train,False,True,All paths resolved
singleton_2934,[2934],1,Train,False,True,All paths resolved
singleton_1253,[1253],1,Train,False,True,All paths resolved
singleton_822,[822],1,Train,False,True,All paths resolved
singleton_1051,[1051],1,Train,False,True,All paths resolved
singleton_1850,[1850],1,Test,False,True,All paths resolved
singleton_1992,[1992],1,Val,False,True,All paths resolved
singleton_553,[553],1,Train,False,True,All paths resolved
singleton_1119,[1119],1,Train,False,True,All paths resolved
dup_group_114,"[1788, 3129]",2,Train,False,True,All paths resolved
singleton_2180,[2180],1,Train,False,True,All paths resolved
singleton_1047,[1047],1,Train,False,True,All paths resolved
singleton_148,[148],1,Train,False,True,All paths resolved
singleton_2135,[2135],1,Val,False,True,All paths resolved
singleton_3451,[3451],1,Train,False,True,All paths resolved
singleton_557,[557],1,Train,False,True,All paths resolved
singleton_1219,[1219],1,Test,False,True,All paths resolved
dup_group_168,"[2401, 3316]",2,Train,False,True,All paths resolved
singleton_1651,[1651],1,Train,False,True,All paths resolved
singleton_20,[20],1,Test,False,True,All paths resolved
singleton_825,[825],1,Val,False,True,All paths resolved
singleton_1431,[1431],1,Train,False,True,All paths resolved
singleton_3419,[3419],1,Test,False,True,All paths resolved
singleton_1230,[1230],1,Train,False,True,All paths resolved
singleton_1441,[1441],1,Train,False,True,All paths resolved
singleton_3743,[3743],1,Train,False,True,All paths resolved
singleton_3464,[3464],1,Val,False,True,All paths resolved
singleton_2566,[2566],1,Train,False,True,All paths resolved
singleton_3507,[3507],1,Train,False,True,All paths resolved
singleton_2104,[2104],1,Test,False,True,All paths resolved
singleton_3735,[3735],1,Train,False,True,All paths resolved
singleton_1481,[1481],1,Test,False,True,All paths resolved
singleton_1496,[1496],1,Val,False,True,All paths resolved
singleton_3574,[3574],1,Test,False,True,All paths resolved
singleton_3281,[3281],1,Train,False,True,All paths resolved
singleton_1091,[1091],1,Val,False,True,All paths resolved
singleton_1006,[1006],1,Val,False,True,All paths resolved
singleton_1698,[1698],1,Test,False,True,All paths resolved
singleton_1982,[1982],1,Train,False,True,All paths resolved
singleton_2005,[2005],1,Train,False,True,All paths resolved
singleton_1921,[1921],1,Train,False,True,All paths resolved
singleton_1210,[1210],1,Train,False,True,All paths resolved
singleton_3459,[3459],1,Val,False,True,All paths resolved
singleton_1322,[1322],1,Val,False,True,All paths resolved
singleton_1295,[1295],1,Train,False,True,All paths resolved
singleton_2877,[2877],1,Train,False,True,All paths resolved
singleton_936,[936],1,Train,False,True,All paths resolved
dup_group_5,"[188, 319]",2,Train,False,True,All paths resolved
singleton_2021,[2021],1,Train,False,True,All paths resolved
singleton_1840,[1840],1,Train,False,True,All paths resolved
singleton_310,[310],1,Train,False,True,All paths resolved
singleton_3277,[3277],1,Train,False,True,All paths resolved
singleton_3523,[3523],1,Train,False,True,All paths resolved
singleton_690,[690],1,Val,False,True,All paths resolved
dup_group_250,"[2991, 3040]",2,Train,False,True,All paths resolved
singleton_476,[476],1,Train,False,True,All paths resolved
singleton_119,[119],1,Train,False,True,All paths resolved
singleton_142,[142],1,Train,False,True,All paths resolved
singleton_2127,[2127],1,Train,False,True,All paths resolved
singleton_3674,[3674],1,Train,False,True,All paths resolved
singleton_2688,[2688],1,Test,False,True,All paths resolved
dup_group_101,"[1770, 3115]",2,Train,False,True,All paths resolved
singleton_2810,[2810],1,Val,False,True,All paths resolved
singleton_1236,[1236],1,Train,False,True,All paths resolved
singleton_3089,[3089],1,Train,False,True,All paths resolved
singleton_1827,[1827],1,Test,False,True,All paths resolved
singleton_2667,[2667],1,Test,False,True,All paths resolved
singleton_2181,[2181],1,Train,False,True,All paths resolved
singleton_2266,[2266],1,Train,False,True,All paths resolved
singleton_640,[640],1,Train,False,True,All paths resolved
singleton_1603,[1603],1,Val,False,True,All paths resolved
singleton_2447,[2447],1,Train,False,True,All paths resolved
singleton_1527,[1527],1,Train,False,True,All paths resolved
singleton_1996,[1996],1,Test,False,True,All paths resolved
singleton_2863,[2863],1,Test,False,True,All paths resolved
singleton_616,[616],1,Test,False,True,All paths resolved
dup_group_16,"[478, 1579]",2,Train,False,True,All paths resolved
dup_group_158,"[2391, 3306]",2,Train,False,True,All paths resolved
singleton_2735,[2735],1,Train,False,True,All paths resolved
singleton_804,[804],1,Train,False,True,All paths resolved
singleton_1995,[1995],1,Val,False,True,All paths resolved
singleton_2332,[2332],1,Train,False,True,All paths resolved
singleton_1030,[1030],1,Train,False,True,All paths resolved
singleton_1560,[1560],1,Train,False,True,All paths resolved
singleton_3688,[3688],1,Train,False,True,All paths resolved
singleton_589,[589],1,Train,False,True,All paths resolved
singleton_1206,[1206],1,Train,False,True,All paths resolved
singleton_126,[126],1,Train,False,True,All paths resolved
singleton_1049,[1049],1,Train,False,True,All paths resolved
singleton_3427,[3427],1,Train,False,True,All paths resolved
singleton_3375,[3375],1,Test,False,True,All paths resolved
singleton_661,[661],1,Train,False,True,All paths resolved
singleton_3564,[3564],1,Test,False,True,All paths resolved
singleton_1381,[1381],1,Train,False,True,All paths resolved
singleton_332,[332],1,Test,False,True,All paths resolved
singleton_1627,[1627],1,Val,False,True,All paths resolved
singleton_3199,[3199],1,Train,False,True,All paths resolved
singleton_1151,[1151],1,Train,False,True,All paths resolved
singleton_2743,[2743],1,Train,False,True,All paths resolved
singleton_1550,[1550],1,Test,False,True,All paths resolved
singleton_1699,[1699],1,Train,False,True,All paths resolved
singleton_3074,[3074],1,Test,False,True,All paths resolved
singleton_2884,[2884],1,Test,False,True,All paths resolved
singleton_2794,[2794],1,Train,False,True,All paths resolved
singleton_349,[349],1,Train,False,True,All paths resolved
singleton_1130,[1130],1,Train,False,True,All paths resolved
singleton_3445,[3445],1,Train,False,True,All paths resolved
singleton_3363,[3363],1,Train,False,True,All paths resolved
singleton_2576,[2576],1,Val,False,True,All paths resolved
singleton_1950,[1950],1,Train,False,True,All paths resolved
dup_group_171,"[2404, 3319]",2,Train,False,True,All paths resolved
singleton_3547,[3547],1,Test,False,True,All paths resolved
singleton_2026,[2026],1,Val,False,True,All paths resolved
singleton_2859,[2859],1,Train,False,True,All paths resolved
singleton_2191,[2191],1,Train,False,True,All paths resolved
singleton_1409,[1409],1,Train,False,True,All paths resolved
singleton_281,[281],1,Train,False,True,All paths resolved
singleton_1843,[1843],1,Train,False,True,All paths resolved
singleton_1471,[1471],1,Test,False,True,All paths resolved
singleton_2124,[2124],1,Val,False,True,All paths resolved
singleton_3407,[3407],1,Train,False,True,All paths resolved
singleton_1276,[1276],1,Train,False,True,All paths resolved
singleton_2870,[2870],1,Train,False,True,All paths resolved
singleton_765,[765],1,Train,False,True,All paths resolved
singleton_1249,[1249],1,Train,False,True,All paths resolved
singleton_3585,[3585],1,Test,False,True,All paths resolved
singleton_2380,[2380],1,Train,False,True,All paths resolved
singleton_875,[875],1,Train,False,True,All paths resolved
singleton_3618,[3618],1,Train,False,True,All paths resolved
singleton_693,[693],1,Test,False,True,All paths resolved
singleton_2051,[2051],1,Train,False,True,All paths resolved
singleton_1424,[1424],1,Train,False,True,All paths resolved
singleton_27,[27],1,Test,False,True,All paths resolved
singleton_3215,[3215],1,Train,False,True,All paths resolved
singleton_813,[813],1,Train,False,True,All paths resolved
singleton_1956,[1956],1,Train,False,True,All paths resolved
singleton_460,[460],1,Test,False,True,All paths resolved
singleton_624,[624],1,Train,False,True,All paths resolved
singleton_1266,[1266],1,Train,False,True,All paths resolved
singleton_1872,[1872],1,Test,False,True,All paths resolved
singleton_1913,[1913],1,Train,False,True,All paths resolved
singleton_1499,[1499],1,Test,False,True,All paths resolved
singleton_1602,[1602],1,Train,False,True,All paths resolved
singleton_2111,[2111],1,Train,False,True,All paths resolved
dup_group_120,"[1794, 3135]",2,Train,False,True,All paths resolved
singleton_3290,[3290],1,Test,False,True,All paths resolved
singleton_3192,[3192],1,Train,False,True,All paths resolved
singleton_2819,[2819],1,Train,False,True,All paths resolved
singleton_2032,[2032],1,Train,False,True,All paths resolved
singleton_1564,[1564],1,Val,False,True,All paths resolved
singleton_2986,[2986],1,Test,False,True,All paths resolved
singleton_630,[630],1,Train,False,True,All paths resolved
singleton_3091,[3091],1,Train,False,True,All paths resolved
singleton_1686,[1686],1,Train,False,True,All paths resolved
singleton_3361,[3361],1,Train,False,True,All paths resolved
