query_set,query_id,query_text,ground_truth_row,ground_truth_caption,source,subclause,category,bm25_rank,bge_rank,m7_rank,clip_rank,ocr_rank,colpali_rank,reranker_rank_if_available,bm25_mrr,bge_mrr,m7_mrr,clip_mrr,ocr_mrr,colpali_mrr,reason_for_selection,thesis_lesson,confidence_of_case,rank_missing_reason
Q1,q1_914,Client reference architecture for VR metrics,914,Client reference architecture for VR metrics,TS 26.118,9.2.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_914,Client reference architecture for VR metrics,914,Client reference architecture for VR metrics,TS 26.118,9.2.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_915,The XMB reference model,915,The XMB reference model,TR 26.981,5.2,F. Visual Failure,3,3,3,69,1,>100,NA,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_916,Live DASH Provisioning and Ingestion Procedure,916,Live DASH Provisioning and Ingestion Procedure,TR 26.981,5.3.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_916,Live DASH Provisioning and Ingestion Procedure,916,Live DASH Provisioning and Ingestion Procedure,TR 26.981,5.3.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_917,File Delivery Provisioning and Ingestion Procedure,917,File Delivery Provisioning and Ingestion Procedure,TR 26.981,5.3.4,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_917,File Delivery Provisioning and Ingestion Procedure,917,File Delivery Provisioning and Ingestion Procedure,TR 26.981,5.3.4,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_918,File Carousel Provisioning and Ingestion Procedure,918,File Carousel Provisioning and Ingestion Procedure,TR 26.981,5.3.5,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_918,File Carousel Provisioning and Ingestion Procedure,918,File Carousel Provisioning and Ingestion Procedure,TR 26.981,5.3.5,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_920,5GMS over eMBMS,920,5GMS over eMBMS,TS 26.348,4.1,A. Easy Success,1,1,1,22,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_921,Authentication Procedure,921,Authentication Procedure,TS 26.348,5.2,F. Visual Failure,1,2,1,>100,73,>100,NA,1.0,0.5,1.0,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_921,Authentication Procedure,921,Authentication Procedure,TS 26.348,5.2,G. OCR Failure,1,2,1,>100,73,>100,NA,1.0,0.5,1.0,0.0,0.0,0.0,OCR hurts clean metadata matching,Raw diagram text is often noisy.,Medium,
Q1,q1_922,Authentication Procedure,922,Authentication Procedure,TS 26.348,5.2,G. OCR Failure,2,1,2,23,>100,>100,NA,0.5,1.0,0.5,0.0,0.0,0.0,OCR hurts clean metadata matching,Raw diagram text is often noisy.,Medium,
Q1,q1_924,Service Creation,924,Service Creation,TS 26.348,5.3,F. Visual Failure,2,1,2,58,9,>100,NA,0.5,1.0,0.5,0.0,0.1111111111111111,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_925,Service Update,925,Service Update,TS 26.348,5.3,A. Easy Success,1,1,1,1,32,26,NA,1.0,1.0,1.0,1.0,0.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_926,Service Update,926,Service Update,TS 26.348,5.3,G. OCR Failure,2,2,2,25,>100,>100,NA,0.5,0.5,0.5,0.0,0.0,0.0,OCR hurts clean metadata matching,Raw diagram text is often noisy.,Medium,
Q1,q1_927,Service Update,927,Service Update,TS 26.348,5.3,F. Visual Failure,3,3,3,>100,>100,>100,NA,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_927,Service Update,927,Service Update,TS 26.348,5.3,G. OCR Failure,3,3,3,>100,>100,>100,NA,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,OCR hurts clean metadata matching,Raw diagram text is often noisy.,Medium,
Q1,q1_928,Event Pull Notification,928,Event Pull Notification,TS 26.348,5.3,A. Easy Success,1,1,1,2,1,66,NA,1.0,1.0,1.0,0.5,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_929,Session State Diagram,929,Session State Diagram,TS 26.348,5.4,A. Easy Success,1,1,1,>100,17,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_929,Session State Diagram,929,Session State Diagram,TS 26.348,5.4,F. Visual Failure,1,1,1,>100,17,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_933,Video bitrate efficiency improvements and target for the final VVC standard,933,Video bitrate efficiency improvements and target for the final VVC standard,TR 26.925,6.1.2,A. Easy Success,1,1,1,17,1,35,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_934,The principle for classification and User Plane marking for QoS Flows and mapping to,934,The principle for classification and User Plane marking for QoS Flows and mapping to,TR 26.925,8.1,F. Visual Failure,2,1,1,92,2,>100,NA,0.5,1.0,1.0,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_935,Estimated TCP Throughput over One Way Latency for different packet loss rates and,935,Estimated TCP Throughput over One Way Latency for different packet loss rates and,TR 26.925,8.1.5,A. Easy Success,1,1,1,1,1,6,NA,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_936,Activation of the User Plane connection of a PDU session,936,Activation of the User Plane connection of a PDU session,TS 29.502,5.2.2.3.2.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_936,Activation of the User Plane connection of a PDU session,936,Activation of the User Plane connection of a PDU session,TS 29.502,5.2.2.3.2.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_937,N2 Handover Preparation,937,N2 Handover Preparation,TS 29.502,5.2.2.3.4.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_937,N2 Handover Preparation,937,N2 Handover Preparation,TS 29.502,5.2.2.3.4.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_938,Resource URI structure of the Nsmf_PDUSession API,938,Resource URI structure of the Nsmf_PDUSession API,TS 29.502,6.1.3.1,A. Easy Success,1,1,1,>100,1,22,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_939,Resource URI structure of the Nhss_imsSDM API,939,Resource URI structure of the Nhss_imsSDM API,TS 29.562,6.2.3.1,A. Easy Success,1,1,1,>100,1,63,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_939,Resource URI structure of the Nhss_imsSDM API,939,Resource URI structure of the Nhss_imsSDM API,TS 29.562,6.2.3.1,F. Visual Failure,1,1,1,>100,1,63,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_941,5G AKA,941,5G AKA,TS 29.509,5.2.2.2.2,A. Easy Success,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_941,5G AKA,941,5G AKA,TS 29.509,5.2.2.2.2,F. Visual Failure,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_942,EAP-based authentication with EAP-AKA' method,942,EAP-based authentication with EAP-AKA' method,TS 29.509,5.2.2.2.3,A. Easy Success,1,1,1,38,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_943,ProSe Authentication,943,ProSe Authentication,TS 29.509,5.2.2.4.1,A. Easy Success,1,1,1,2,1,>100,NA,1.0,1.0,1.0,0.5,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_944,Slice-Specific Authentication and Authorization,944,Slice-Specific Authentication and Authorization,TS 29.526,5.2.2.2.1,A. Easy Success,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_944,Slice-Specific Authentication and Authorization,944,Slice-Specific Authentication and Authorization,TS 29.526,5.2.2.2.1,F. Visual Failure,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_945,AAA Interworking Authentication and Authorization,945,AAA Interworking Authentication and Authorization,TS 29.526,5.3.2.2.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_945,AAA Interworking Authentication and Authorization,945,AAA Interworking Authentication and Authorization,TS 29.526,5.3.2.2.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_946,Modify UE Context in SMSF using HTTP PATCH Method,946,Modify UE Context in SMSF using HTTP PATCH Method,TS 29.540,5.2.2.2.3,A. Easy Success,1,1,1,>100,1,60,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_946,Modify UE Context in SMSF using HTTP PATCH Method,946,Modify UE Context in SMSF using HTTP PATCH Method,TS 29.540,5.2.2.2.3,F. Visual Failure,1,1,1,>100,1,60,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_947,Resource URI structure of the nudsf-dr API,947,Resource URI structure of the nudsf-dr API,TS 29.598,6.1.3.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_947,Resource URI structure of the nudsf-dr API,947,Resource URI structure of the nudsf-dr API,TS 29.598,6.1.3.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_948,"CS Network Originating Session with Early Session SDP, ISUP (message",948,"CS Network Originating Session with Early Session SDP, ISUP (message",TS 29.163,7.5.13.2.2.5,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_948,"CS Network Originating Session with Early Session SDP, ISUP (message",948,"CS Network Originating Session with Early Session SDP, ISUP (message",TS 29.163,7.5.13.2.2.5,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_949,"CS Network Originating Session with Early Session SDP, BICC (message",949,"CS Network Originating Session with Early Session SDP, BICC (message",TS 29.163,7.5.13.2.2.5,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_949,"CS Network Originating Session with Early Session SDP, BICC (message",949,"CS Network Originating Session with Early Session SDP, BICC (message",TS 29.163,7.5.13.2.2.5,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_950,Typical L2TP Scenario,950,Typical L2TP Scenario,TR 29.820,5.6.1.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_950,Typical L2TP Scenario,950,Typical L2TP Scenario,TR 29.820,5.6.1.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_951,L2TP Session Establishment,951,L2TP Session Establishment,TR 29.820,5.6.1.1,A. Easy Success,1,1,1,67,3,14,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_952,Procedures for SMF to map network slice information into Network Instance,952,Procedures for SMF to map network slice information into Network Instance,TR 29.820,6.3.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_952,Procedures for SMF to map network slice information into Network Instance,952,Procedures for SMF to map network slice information into Network Instance,TR 29.820,6.3.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_953,Detailed L2TP Signalling for Tunnel/Session Setup,953,Detailed L2TP Signalling for Tunnel/Session Setup,TR 29.820,6.8.4,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_953,Detailed L2TP Signalling for Tunnel/Session Setup,953,Detailed L2TP Signalling for Tunnel/Session Setup,TR 29.820,6.8.4,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_954,Procedures for the method that UPF supports multi-slice sharing,954,Procedures for the method that UPF supports multi-slice sharing,TR 29.820,6.9.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_954,Procedures for the method that UPF supports multi-slice sharing,954,Procedures for the method that UPF supports multi-slice sharing,TR 29.820,6.9.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_955,Resource URI sub-level structure for subscription data (cont.),955,Resource URI sub-level structure for subscription data (cont.),TS 29.505,5.2.1,A. Easy Success,1,1,1,93,1,62,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_955,Resource URI sub-level structure for subscription data (cont.),955,Resource URI sub-level structure for subscription data (cont.),TS 29.505,5.2.1,F. Visual Failure,1,1,1,93,1,62,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_956,Message transfer architecture for SM MT,956,Message transfer architecture for SM MT,TR 29.829,5.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_956,Message transfer architecture for SM MT,956,Message transfer architecture for SM MT,TR 29.829,5.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_957,Procedures for successful SBI-based MT SMS message transfer (with SMS Router),957,Procedures for successful SBI-based MT SMS message transfer (with SMS Router),TR 29.829,6.1.2,A. Easy Success,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_957,Procedures for successful SBI-based MT SMS message transfer (with SMS Router),957,Procedures for successful SBI-based MT SMS message transfer (with SMS Router),TR 29.829,6.1.2,F. Visual Failure,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_958,Procedures for successful SBI-based MT SMS message transfer (without SMS Router),958,Procedures for successful SBI-based MT SMS message transfer (without SMS Router),TR 29.829,6.1.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_958,Procedures for successful SBI-based MT SMS message transfer (without SMS Router),958,Procedures for successful SBI-based MT SMS message transfer (without SMS Router),TR 29.829,6.1.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_959,Procedures for successful SBI-based SM MO message transfer,959,Procedures for successful SBI-based SM MO message transfer,TR 29.829,6.2.2,A. Easy Success,1,1,1,10,3,>100,NA,1.0,1.0,1.0,0.1,0.3333333333333333,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_960,Procedures for MSISDN-less MO SMS message transfer,960,Procedures for MSISDN-less MO SMS message transfer,TR 29.829,6.2.4,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_960,Procedures for MSISDN-less MO SMS message transfer,960,Procedures for MSISDN-less MO SMS message transfer,TR 29.829,6.2.4,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_961,MT SM over NAS in CM_IDLE state via 3GPP access,961,MT SM over NAS in CM_IDLE state via 3GPP access,TR 29.829,6.4.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_961,MT SM over NAS in CM_IDLE state via 3GPP access,961,MT SM over NAS in CM_IDLE state via 3GPP access,TR 29.829,6.4.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_962,MO SM over NAS,962,MO SM over NAS,TR 29.829,6.5.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_962,MO SM over NAS,962,MO SM over NAS,TR 29.829,6.5.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_963,Successful MT SM transfer via the SMS Router/IP-SM-GW,963,Successful MT SM transfer via the SMS Router/IP-SM-GW,TR 29.829,6.6.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_963,Successful MT SM transfer via the SMS Router/IP-SM-GW,963,Successful MT SM transfer via the SMS Router/IP-SM-GW,TR 29.829,6.6.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_964,Successful MT SM transfer via the SMS Router/IP-SM-GW based on SBI,964,Successful MT SM transfer via the SMS Router/IP-SM-GW based on SBI,TR 29.829,6.6.2,A. Easy Success,1,1,1,>100,2,52,NA,1.0,1.0,1.0,0.0,0.5,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_964,Successful MT SM transfer via the SMS Router/IP-SM-GW based on SBI,964,Successful MT SM transfer via the SMS Router/IP-SM-GW based on SBI,TR 29.829,6.6.2,F. Visual Failure,1,1,1,>100,2,52,NA,1.0,1.0,1.0,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_965,The alert procedure,965,The alert procedure,TR 29.829,6.9.1,A. Easy Success,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_965,The alert procedure,965,The alert procedure,TR 29.829,6.9.1,F. Visual Failure,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_966,NF service consumer unsubscribes to notifications,966,NF service consumer unsubscribes to notifications,TR 29.829,6.9.2,A. Easy Success,1,1,1,62,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_966,NF service consumer unsubscribes to notifications,966,NF service consumer unsubscribes to notifications,TR 29.829,6.9.2,F. Visual Failure,1,1,1,62,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_967,The alert procedure,967,The alert procedure,TR 29.829,6.10.1,F. Visual Failure,2,2,2,>100,9,>100,NA,0.5,0.5,0.5,0.0,0.1111111111111111,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_968,MO SM over NAS,968,MO SM over NAS,TR 29.829,6.11.1,F. Visual Failure,2,2,2,>100,2,>100,NA,0.5,0.5,0.5,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_969,SMS termination using SMS-GMSC in the home network of SMS recipient,969,SMS termination using SMS-GMSC in the home network of SMS recipient,TR 29.829,6.13.3,A. Easy Success,1,1,1,>100,1,67,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_969,SMS termination using SMS-GMSC in the home network of SMS recipient,969,SMS termination using SMS-GMSC in the home network of SMS recipient,TR 29.829,6.13.3,F. Visual Failure,1,1,1,>100,1,67,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_970,Procedure on SEPP evaluation taking account relationship of PLMNs,970,Procedure on SEPP evaluation taking account relationship of PLMNs,TR 29.829,6.18.2,A. Easy Success,1,1,1,17,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_971,Data Collection Architecture,971,Data Collection Architecture,TS 29.552,4.2,A. Easy Success,1,1,1,>100,4,>100,NA,1.0,1.0,1.0,0.0,0.25,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_971,Data Collection Architecture,971,Data Collection Architecture,TS 29.552,4.2,F. Visual Failure,1,1,1,>100,4,>100,NA,1.0,1.0,1.0,0.0,0.25,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_972,Analytics Exposing Architecture,972,Analytics Exposing Architecture,TS 29.552,4.3,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_972,Analytics Exposing Architecture,972,Analytics Exposing Architecture,TS 29.552,4.3,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_973,"Analytics Subscribe/Unsubscribe/Notify initiated by 5GC NFs, OAM or AFs",973,"Analytics Subscribe/Unsubscribe/Notify initiated by 5GC NFs, OAM or AFs",TS 29.552,5.2.2.1,A. Easy Success,1,1,1,16,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_974,Analytics Subscribe/Unsubscribe/Notify initiated by AFs via the NEF,974,Analytics Subscribe/Unsubscribe/Notify initiated by AFs via the NEF,TS 29.552,5.2.2.2,A. Easy Success,1,1,1,6,1,29,NA,1.0,1.0,1.0,0.16666666666666666,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_975,Analytics Exposure via DCCF,975,Analytics Exposure via DCCF,TS 29.552,5.2.4,A. Easy Success,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_975,Analytics Exposure via DCCF,975,Analytics Exposure via DCCF,TS 29.552,5.2.4,F. Visual Failure,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q1,q1_976,Analytics Exposure via DCCF and Messaging Framework,976,Analytics Exposure via DCCF and Messaging Framework,TS 29.552,5.2.5,A. Easy Success,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q1,q1_976,Analytics Exposure via DCCF and Messaging Framework,976,Analytics Exposure via DCCF and Messaging Framework,TS 29.552,5.2.5,F. Visual Failure,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
