query_set,query_id,ground_truth,best_bm25_system,best_bm25_rank,best_bm25_mrr_contribution,best_bge_system,best_bge_rank,best_bge_mrr_contribution,best_m7_system,best_m7_rank,best_m7_mrr_contribution,m7_minus_bm25_delta,m7_minus_bge_delta,m7_vs_bm25_outcome,m7_vs_bge_outcome
Q1,q1_897,897,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_898,898,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_899,899,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_900,900,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_901,901,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_902,902,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_903,903,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_904,904,B1,-1,0.5,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.0,tie,tie
Q1,q1_905,905,B1,-1,0.5,D1,-1,0.3333333333333333,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.16666666666666669,tie,win
Q1,q1_906,906,B1,-1,0.3333333333333333,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,0.3333333333333333,0.0,-0.16666666666666669,tie,loss
Q1,q1_907,907,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_908,908,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_909,909,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_910,910,B1,-1,0.5,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,0.5,0.0,-0.5,tie,loss
Q1,q1_911,911,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_912,912,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_913,913,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_914,914,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_915,915,B1,-1,0.3333333333333333,D1,-1,0.3333333333333333,score_fusion_bm25_075_bge_025,-1,0.3333333333333333,0.0,0.0,tie,tie
Q1,q1_916,916,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_917,917,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_918,918,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_919,919,B1,-1,0.25,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,0.25,0.0,-0.75,tie,loss
Q1,q1_920,920,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_921,921,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_922,922,B1,-1,0.5,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,0.5,0.0,-0.5,tie,loss
Q1,q1_923,923,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_924,924,B1,-1,0.5,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,0.5,0.0,-0.5,tie,loss
Q1,q1_925,925,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_926,926,B1,-1,0.5,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.0,tie,tie
Q1,q1_927,927,B1,-1,0.3333333333333333,D1,-1,0.3333333333333333,score_fusion_bm25_075_bge_025,-1,0.3333333333333333,0.0,0.0,tie,tie
Q1,q1_928,928,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_929,929,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_930,930,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_931,931,B1,-1,0.5,D1,-1,0.3333333333333333,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.16666666666666669,tie,win
Q1,q1_932,932,B1,-1,0.3333333333333333,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,0.3333333333333333,0.0,-0.6666666666666667,tie,loss
Q1,q1_933,933,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_934,934,B1,-1,0.5,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.5,0.0,win,tie
Q1,q1_935,935,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_936,936,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_937,937,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_938,938,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_939,939,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_940,940,B1,-1,0.5,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.0,tie,tie
Q1,q1_941,941,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_942,942,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_943,943,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_944,944,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_945,945,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_946,946,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_947,947,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_948,948,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_949,949,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_950,950,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_951,951,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_952,952,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_953,953,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_954,954,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_955,955,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_956,956,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_957,957,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_958,958,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_959,959,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_960,960,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_961,961,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_962,962,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_963,963,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_964,964,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_965,965,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_966,966,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_967,967,B1,-1,0.5,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.0,tie,tie
Q1,q1_968,968,B1,-1,0.5,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.0,tie,tie
Q1,q1_969,969,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_970,970,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_971,971,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_972,972,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_973,973,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_974,974,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_975,975,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_976,976,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_977,977,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_978,978,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_979,979,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_980,980,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_981,981,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_982,982,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_983,983,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_984,984,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_985,985,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_986,986,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_987,987,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_988,988,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_989,989,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_990,990,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_991,991,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_992,992,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_993,993,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_994,994,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_995,995,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_996,996,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_997,997,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_998,998,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_999,999,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1000,1000,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1001,1001,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1002,1002,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1003,1003,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1004,1004,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1005,1005,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1006,1006,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1007,1007,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1008,1008,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1009,1009,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1010,1010,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1011,1011,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1012,1012,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1013,1013,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1014,1014,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1015,1015,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1016,1016,B1,-1,0.5,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.0,tie,tie
Q1,q1_1017,1017,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1018,1018,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_1019,1019,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1020,1020,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1021,1021,B1,-1,0.5,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,0.5,0.0,-0.5,tie,loss
Q1,q1_1022,1022,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1023,1023,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1024,1024,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1025,1025,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1026,1026,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1027,1027,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1028,1028,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1029,1029,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1030,1030,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1031,1031,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1032,1032,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1033,1033,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1034,1034,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1035,1035,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1036,1036,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1037,1037,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1038,1038,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1039,1039,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1040,1040,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1041,1041,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1042,1042,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1043,1043,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1044,1044,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1045,1045,B1,-1,0.5,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,0.5,0.0,0.0,tie,tie
Q1,q1_1046,1046,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1047,1047,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1048,1048,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1049,1049,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1050,1050,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1051,1051,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1052,1052,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1053,1053,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1054,1054,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1055,1055,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1056,1056,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1057,1057,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1058,1058,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1059,1059,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1060,1060,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1061,1061,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1062,1062,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1063,1063,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1064,1064,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1065,1065,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1066,1066,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1067,1067,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1068,1068,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1069,1069,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1070,1070,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1071,1071,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1072,1072,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1073,1073,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1074,1074,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1075,1075,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1076,1076,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1077,1077,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1078,1078,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1079,1079,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1080,1080,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1081,1081,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1082,1082,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1083,1083,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1084,1084,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1085,1085,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1086,1086,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1087,1087,B1,-1,1.0,D1,-1,0.5,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.5,tie,win
Q1,q1_1088,1088,B1,-1,0.5,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,0.5,0.0,-0.5,tie,loss
Q1,q1_1089,1089,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1090,1090,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1091,1091,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
Q1,q1_1092,1092,B1,-1,1.0,D1,-1,1.0,score_fusion_bm25_075_bge_025,-1,1.0,0.0,0.0,tie,tie
