query_set,query_idx,ground_truth_row,rank,top_1_pred
Q1,2685,2685,1,2685
Q1,2686,2686,53,2684
Q1,2687,2687,70,2681
Q1,2688,2688,-1,2676
Q1,2689,2689,-1,2665
Q1,2690,2690,3,2665
Q1,2691,2691,-1,2938
Q1,2692,2692,-1,1283
Q1,2693,2693,1,2693
Q1,2694,2694,-1,2585
Q1,2695,2695,-1,1406
Q1,2696,2696,-1,1409
Q1,2697,2697,-1,1276
Q1,2698,2698,-1,1279
Q1,2699,2699,-1,2700
Q1,2700,2700,2,1275
Q1,2701,2701,-1,2894
Q1,2702,2702,20,3108
Q1,2703,2703,-1,277
Q1,2704,2704,2,2706
Q1,2705,2705,-1,2980
Q1,2706,2706,1,2706
Q1,2707,2707,39,2706
Q1,2708,2708,21,2706
Q1,2709,2709,-1,2391
Q1,2710,2710,-1,2980
Q1,2711,2711,-1,752
Q1,2712,2712,-1,3382
Q1,2713,2713,-1,3382
Q1,2714,2714,-1,2977
Q1,2715,2715,-1,3382
Q1,2716,2716,-1,2167
Q1,2717,2717,-1,2167
Q1,2718,2718,28,3382
Q1,2719,2719,-1,1379
Q1,2720,2720,-1,1379
Q1,2721,2721,-1,1379
Q1,2722,2722,-1,1116
Q1,2723,2723,-1,927
Q1,2724,2724,100,919
Q1,2725,2725,1,2725
Q1,2726,2726,3,2725
Q1,2727,2727,3,2725
Q1,2728,2728,-1,777
Q1,2729,2729,-1,777
Q1,2730,2730,-1,777
Q1,2731,2731,-1,713
Q1,2732,2732,-1,1918
Q1,2733,2733,-1,3601
Q1,2734,2734,-1,1893
Q1,2735,2735,-1,3525
Q1,2736,2736,-1,1474
Q1,2737,2737,-1,1891
Q1,2738,2738,1,2738
Q1,2739,2739,-1,1891
Q1,2740,2740,17,3355
Q1,2741,2741,1,2741
Q1,2742,2742,-1,932
Q1,2743,2743,-1,3235
Q1,2744,2744,-1,257
Q1,2745,2745,-1,257
Q1,2746,2746,-1,257
Q1,2747,2747,-1,257
Q1,2748,2748,-1,483
Q1,2749,2749,-1,257
Q1,2750,2750,-1,257
Q1,2751,2751,-1,2117
Q1,2752,2752,-1,1184
Q1,2753,2753,-1,3050
Q1,2754,2754,-1,3172
Q1,2755,2755,-1,2117
Q1,2756,2756,-1,2903
Q1,2757,2757,-1,1175
Q1,2758,2758,-1,1184
Q1,2759,2759,-1,3099
Q1,2760,2760,-1,2898
Q1,2761,2761,-1,1682
Q1,2762,2762,-1,87
Q1,2763,2763,-1,1681
Q1,2764,2764,29,1184
Q1,2765,2765,-1,1709
Q1,2766,2766,-1,2547
Q1,2767,2767,-1,1709
Q1,2768,2768,-1,2547
Q1,2769,2769,-1,3212
Q1,2770,2770,-1,3235
Q1,2771,2771,-1,3212
Q1,2772,2772,-1,1735
Q1,2773,2773,-1,1945
Q1,2774,2774,-1,3240
Q1,2775,2775,-1,935
Q1,2776,2776,-1,1597
Q1,2777,2777,-1,2080
Q1,2778,2778,44,3038
Q1,2779,2779,-1,713
Q1,2780,2780,-1,3595
Q1,2781,2781,-1,666
Q1,2782,2782,-1,2741
Q1,2783,2783,-1,212
Q1,2784,2784,-1,1830
Q1,2785,2785,-1,1436
Q1,2786,2786,-1,212
Q1,2787,2787,-1,1436
Q1,2788,2788,-1,1436
Q1,2789,2789,-1,3172
Q1,2790,2790,-1,1343
Q1,2791,2791,-1,3172
Q1,2792,2792,-1,2741
Q1,2793,2793,1,2793
Q1,2794,2794,-1,2412
Q1,2795,2795,-1,2706
Q1,2796,2796,-1,1524
Q1,2797,2797,-1,1524
Q1,2798,2798,21,3354
Q1,2799,2799,-1,95
Q1,2800,2800,-1,95
Q1,2801,2801,-1,1681
Q1,2802,2802,-1,932
Q1,2803,2803,-1,2425
Q1,2804,2804,-1,3340
Q1,2805,2805,-1,2425
Q1,2806,2806,46,1681
Q1,2807,2807,8,1681
Q1,2808,2808,-1,3373
Q1,2809,2809,39,3168
Q1,2810,2810,-1,2532
Q1,2811,2811,-1,1490
Q1,2812,2812,-1,1693
Q1,2813,2813,69,2507
Q1,2814,2814,-1,2532
Q1,2815,2815,-1,3168
Q1,2816,2816,-1,2399
Q1,2817,2817,-1,3168
Q1,2818,2818,-1,2532
Q1,2819,2819,-1,2532
Q1,2820,2820,81,1684
Q1,2821,2821,18,2480
Q1,2822,2822,-1,3168
Q1,2823,2823,-1,1741
Q1,2824,2824,-1,1758
Q1,2825,2825,-1,1379
Q1,2826,2826,-1,1379
Q1,2827,2827,-1,3168
Q1,2828,2828,-1,3168
Q1,2829,2829,-1,2168
Q1,2830,2830,-1,1704
Q1,2831,2831,-1,3168
Q1,2832,2832,-1,1379
Q1,2833,2833,-1,2532
Q1,2834,2834,-1,2641
Q1,2835,2835,-1,3636
Q1,2836,2836,49,3327
Q1,2837,2837,90,2412
Q1,2838,2838,-1,2480
Q1,2839,2839,-1,2444
Q1,2840,2840,-1,1704
Q1,2841,2841,-1,1704
Q1,2842,2842,16,2516
Q1,2843,2843,-1,1379
Q1,2844,2844,-1,1704
Q1,2845,2845,-1,2532
Q1,2846,2846,-1,3168
Q1,2847,2847,-1,3447
Q1,2848,2848,-1,3535
Q1,2849,2849,-1,915
Q1,2850,2850,-1,245
Q1,2851,2851,-1,3535
Q1,2852,2852,-1,920
Q1,2853,2853,-1,3447
Q1,2854,2854,-1,2207
Q1,2855,2855,-1,1379
Q1,2856,2856,-1,1379
Q1,2857,2857,-1,2532
Q1,2858,2858,-1,3168
Q1,2859,2859,-1,2892
Q1,2860,2860,3,2861
Q1,2861,2861,2,2859
Q1,2862,2862,-1,2859
Q1,2863,2863,-1,1390
Q1,2864,2864,-1,869
Q1,2865,2865,-1,1390
Q1,2866,2866,-1,869
Q1,2867,2867,-1,3581
Q1,2868,2868,-1,2532
Q1,2869,2869,-1,1704
Q1,2870,2870,-1,1704
Q1,2871,2871,-1,2014
Q1,2872,2872,-1,753
Q1,2873,2873,-1,852
Q1,2874,2874,-1,2014
Q1,2875,2875,81,713
Q1,2876,2876,-1,2166
Q1,2877,2877,-1,3416
Q1,2878,2878,-1,3416
Q1,2879,2879,-1,2166
Q1,2880,2880,-1,713
Q1,2881,2881,-1,1145
Q1,2882,2882,-1,2585
Q1,2883,2883,-1,3168
Q1,2884,2884,-1,713
Q1,2885,2885,-1,1394
Q1,2886,2886,-1,3101
Q1,2887,2887,-1,3013
Q1,2888,2888,-1,2308
Q1,2889,2889,-1,495
Q1,2890,2890,-1,3104
Q1,2891,2891,-1,3104
Q1,2892,2892,49,1379
Q1,2893,2893,4,3233
Q1,2894,2894,2,63
Q1,2895,2895,-1,494
Q1,2896,2896,-1,494
Q1,2897,2897,-1,2904
Q1,2898,2898,1,2898
Q1,2899,2899,99,3259
Q1,2900,2900,20,1765
Q1,2901,2901,6,3240
Q1,2902,2902,8,3240
Q1,2903,2903,17,2393
Q1,2904,2904,12,2393
Q1,2905,2905,36,2099
Q1,2906,2906,-1,3012
Q1,2907,2907,2,3243
Q1,2908,2908,10,2391
Q1,2909,2909,-1,2391
Q1,2910,2910,-1,3249
Q1,2911,2911,-1,3306
Q1,2912,2912,2,3248
Q1,2913,2913,1,2913
Q1,2914,2914,8,2913
Q1,2915,2915,-1,3306
Q1,2916,2916,-1,1881
Q1,2917,2917,-1,932
Q1,2918,2918,-1,3382
Q1,2919,2919,-1,2167
Q1,2920,2920,55,2167
Q1,2921,2921,-1,2167
Q1,2922,2922,-1,1379
Q1,2923,2923,-1,1379
Q1,2924,2924,-1,1379
Q1,2925,2925,-1,1682
Q1,2926,2926,-1,1682
Q1,2927,2927,-1,3038
Q1,2928,2928,-1,2167
Q1,2929,2929,-1,2167
Q1,2930,2930,-1,927
Q1,2931,2931,34,2391
Q1,2932,2932,-1,3308
Q1,2933,2933,14,2391
Q1,2934,2934,-1,3308
Q1,2935,2935,6,3306
Q1,2936,2936,-1,3306
Q1,2937,2937,-1,3259
Q1,2938,2938,44,3308
Q1,2939,2939,-1,3308
Q1,2940,2940,2,3265
Q1,2941,2941,10,2706
Q1,2942,2942,-1,63
Q1,2943,2943,-1,930
Q1,2944,2944,-1,3382
Q1,2945,2945,-1,752
Q1,2946,2946,-1,2648
Q1,2947,2947,-1,2935
Q1,2948,2948,-1,3010
Q1,2949,2949,-1,3038
Q1,2950,2950,-1,1830
Q1,2951,2951,-1,1830
Q1,2952,2952,-1,3306
Q1,2953,2953,-1,3062
Q1,2954,2954,-1,3060
Q1,2955,2955,-1,3306
Q1,2956,2956,-1,3306
Q1,2957,2957,-1,3010
Q1,2958,2958,-1,3010
Q1,2959,2959,-1,1580
Q1,2960,2960,7,1184
Q1,2961,2961,-1,2652
Q1,2962,2962,-1,2941
Q1,2963,2963,42,2940
Q1,2964,2964,3,67
Q1,2965,2965,1,2965
Q1,2966,2966,-1,1225
Q1,2967,2967,-1,2572
Q1,2968,2968,1,2968
Q1,2969,2969,-1,292
Q1,2970,2970,-1,1594
Q1,2971,2971,78,875
Q1,2972,2972,1,2972
Q1,2973,2973,-1,2380
Q1,2974,2974,-1,2385
Q1,2975,2975,8,2980
Q1,2976,2976,9,2940
Q1,2977,2977,-1,2940
Q1,2978,2978,3,2977
Q1,2979,2979,-1,2978
Q1,2980,2980,1,2980
Q1,2981,2981,-1,3287
Q1,2982,2982,-1,757
Q1,2983,2983,-1,494
Q1,2984,2984,-1,1306
Q1,2985,2985,-1,685
Q1,2986,2986,-1,3233
Q1,2987,2987,-1,731
Q1,2988,2988,-1,1306
Q1,2989,2989,-1,1105
Q1,2990,2990,-1,3062
Q1,2991,2991,-1,3060
Q1,2992,2992,-1,1235
Q1,2993,2993,-1,705
Q1,2994,2994,-1,731
Q1,2995,2995,-1,1073
Q1,2996,2996,2,3046
Q1,2997,2997,-1,2996
Q1,2998,2998,-1,731
Q1,2999,2999,-1,507
Q1,3000,3000,45,1116
Q1,3001,3001,1,3001
Q1,3002,3002,-1,2999
Q1,3003,3003,49,2999
Q1,3004,3004,15,3038
Q1,3005,3005,-1,2988
Q1,3006,3006,30,3000
Q1,3007,3007,2,3057
Q1,3008,3008,1,3008
Q1,3009,3009,2,3059
Q1,3010,3010,2,3060
Q1,3011,3011,-1,1672
Q1,3012,3012,2,3062
Q1,3013,3013,1,3013
Q1,3014,3014,1,3014
Q1,3015,3015,2,3064
Q1,3016,3016,1,3016
Q1,3017,3017,1,3017
Q1,3018,3018,2,3067
Q1,3019,3019,1,3019
Q1,3020,3020,33,1016
Q1,3021,3021,2,3070
Q1,3022,3022,89,2904
Q1,3023,3023,-1,3327
Q1,3024,3024,97,1893
Q1,3025,3025,85,1893
Q1,3026,3026,-1,1893
Q1,3027,3027,-1,1893
Q1,3028,3028,29,712
Q1,3029,3029,-1,712
Q1,3030,3030,-1,494
Q1,3031,3031,-1,494
Q1,3032,3032,-1,2656
Q1,3033,3033,-1,1105
Q1,3034,3034,-1,920
Q1,3035,3035,-1,864
Q1,3036,3036,-1,731
Q1,3037,3037,-1,3062
Q1,3038,3038,-1,1306
Q1,3039,3039,-1,1105
Q1,3040,3040,-1,3060
Q1,3041,3041,-1,414
Q1,3042,3042,-1,1235
Q1,3043,3043,-1,705
Q1,3044,3044,-1,1073
Q1,3045,3045,-1,1073
Q1,3046,3046,1,3046
Q1,3047,3047,-1,2996
Q1,3048,3048,-1,920
Q1,3049,3049,-1,731
Q1,3050,3050,44,1116
Q1,3051,3051,2,3001
Q1,3052,3052,-1,2999
Q1,3053,3053,50,2999
Q1,3054,3054,16,3038
Q1,3055,3055,-1,2988
Q1,3056,3056,31,3000
Q1,3057,3057,1,3057
Q1,3058,3058,2,3008
Q1,3059,3059,1,3059
Q1,3060,3060,1,3060
Q1,3061,3061,-1,1672
Q1,3062,3062,1,3062
Q1,3063,3063,2,3014
Q1,3064,3064,1,3064
Q1,3065,3065,2,3016
Q1,3066,3066,2,3017
Q1,3067,3067,1,3067
Q1,3068,3068,2,3019
Q1,3069,3069,34,1016
Q1,3070,3070,1,3070
Q1,3071,3071,-1,2988
Q1,3072,3072,62,1018
Q1,3073,3073,18,1120
Q1,3074,3074,-1,3076
Q1,3075,3075,28,3076
Q1,3076,3076,7,800
Q1,3077,3077,2,3078
Q1,3078,3078,1,3078
Q1,3079,3079,3,3078
Q1,3080,3080,54,3104
Q1,3081,3081,34,3104
Q1,3082,3082,9,3104
Q1,3083,3083,9,3087
Q1,3084,3084,13,3097
Q1,3085,3085,76,3099
Q1,3086,3086,4,3099
Q1,3087,3087,1,3087
Q1,3088,3088,-1,3023
Q1,3089,3089,34,3087
Q1,3090,3090,76,3087
Q1,3091,3091,19,3087
Q1,3092,3092,78,3104
Q1,3093,3093,97,3104
Q1,3094,3094,-1,3104
Q1,3095,3095,8,3087
Q1,3096,3096,1,3096
Q1,3097,3097,2,3096
Q1,3098,3098,48,3104
Q1,3099,3099,1,3099
Q1,3100,3100,2,3096
Q1,3101,3101,57,3548
Q1,3102,3102,-1,3087
Q1,3103,3103,-1,3087
Q1,3104,3104,2,3087
Q1,3105,3105,-1,3087
Q1,3106,3106,-1,2013
Q1,3107,3107,38,793
Q1,3108,3108,-1,1407
Q1,3109,3109,-1,1490
Q1,3110,3110,-1,2399
Q1,3111,3111,9,2898
Q1,3112,3112,-1,3168
Q1,3113,3113,76,2399
Q1,3114,3114,-1,3340
Q1,3115,3115,-1,1720
Q1,3116,3116,-1,2399
Q1,3117,3117,-1,2399
Q1,3118,3118,-1,2399
Q1,3119,3119,-1,2429
Q1,3120,3120,-1,1720
Q1,3121,3121,-1,1719
Q1,3122,3122,-1,3636
Q1,3123,3123,-1,2425
Q1,3124,3124,-1,3340
Q1,3125,3125,-1,2429
Q1,3126,3126,-1,2425
Q1,3127,3127,-1,3340
Q1,3128,3128,-1,2429
Q1,3129,3129,-1,2399
Q1,3130,3130,-1,3060
Q1,3131,3131,-1,2399
Q1,3132,3132,-1,1580
Q1,3133,3133,-1,3060
Q1,3134,3134,-1,2399
Q1,3135,3135,-1,3010
Q1,3136,3136,-1,2399
Q1,3137,3137,-1,2618
Q1,3138,3138,-1,2425
Q1,3139,3139,-1,2620
Q1,3140,3140,-1,3327
Q1,3141,3141,-1,925
Q1,3142,3142,-1,1830
Q1,3143,3143,-1,2412
Q1,3144,3144,-1,3327
Q1,3145,3145,-1,2412
Q1,3146,3146,-1,3327
Q1,3147,3147,-1,2412
Q1,3148,3148,-1,3172
Q1,3149,3149,-1,3327
Q1,3150,3150,-1,2412
Q1,3151,3151,-1,3172
Q1,3152,3152,-1,1830
Q1,3153,3153,-1,3327
Q1,3154,3154,-1,3327
Q1,3155,3155,-1,1821
Q1,3156,3156,-1,3168
Q1,3157,3157,-1,3168
Q1,3158,3158,-1,3168
Q1,3159,3159,-1,1821
Q1,3160,3160,80,3168
Q1,3161,3161,-1,1821
Q1,3162,3162,-1,1490
Q1,3163,3163,-1,1398
Q1,3164,3164,-1,1489
Q1,3165,3165,-1,1821
Q1,3166,3166,-1,1821
Q1,3167,3167,-1,1379
Q1,3168,3168,3,3314
Q1,3169,3169,49,2167
Q1,3170,3170,-1,3641
Q1,3171,3171,-1,106
Q1,3172,3172,1,3172
Q1,3173,3173,-1,1830
Q1,3174,3174,-1,1830
Q1,3175,3175,-1,1499
Q1,3176,3176,-1,2602
Q1,3177,3177,-1,2602
Q1,3178,3178,-1,85
Q1,3179,3179,-1,779
Q1,3180,3180,29,2013
Q1,3181,3181,2,2013
Q1,3182,3182,-1,653
Q1,3183,3183,-1,464
Q1,3184,3184,-1,22
Q1,3185,3185,-1,22
Q1,3186,3186,-1,22
Q1,3187,3187,-1,22
Q1,3188,3188,-1,779
Q1,3189,3189,-1,21
Q1,3190,3190,-1,284
Q1,3191,3191,-1,2253
Q1,3192,3192,-1,2253
Q1,3193,3193,-1,2253
Q1,3194,3194,92,2253
Q1,3195,3195,-1,2253
Q1,3196,3196,-1,2253
Q1,3197,3197,-1,2253
Q1,3198,3198,-1,2253
Q1,3199,3199,-1,2253
Q1,3200,3200,-1,2253
Q1,3201,3201,-1,1399
Q1,3202,3202,-1,3452
Q1,3203,3203,-1,3452
Q1,3204,3204,-1,1424
Q1,3205,3205,20,2972
Q1,3206,3206,-1,1379
Q1,3207,3207,-1,800
Q1,3208,3208,-1,777
Q1,3209,3209,-1,777
Q1,3210,3210,45,1945
Q1,3211,3211,-1,487
Q1,3212,3212,67,2898
Q1,3213,3213,45,3212
Q1,3214,3214,-1,3212
Q1,3215,3215,-1,3677
Q1,3216,3216,-1,1474
Q1,3217,3217,-1,1474
Q1,3218,3218,-1,494
Q1,3219,3219,-1,494
Q1,3220,3220,-1,2904
Q1,3221,3221,-1,3233
Q1,3222,3222,-1,1656
Q1,3223,3223,2,3224
Q1,3224,3224,1,3224
Q1,3225,3225,-1,779
Q1,3226,3226,-1,1704
Q1,3227,3227,-1,3168
Q1,3228,3228,-1,1704
Q1,3229,3229,-1,1704
Q1,3230,3230,-1,1704
Q1,3231,3231,-1,2641
Q1,3232,3232,5,3233
Q1,3233,3233,3,63
Q1,3234,3234,-1,2904
Q1,3235,3235,2,2898
Q1,3236,3236,100,3259
Q1,3237,3237,4,3240
Q1,3238,3238,7,3240
Q1,3239,3239,10,2393
Q1,3240,3240,18,2393
Q1,3241,3241,2,2905
Q1,3242,3242,-1,3012
Q1,3243,3243,1,3243
Q1,3244,3244,9,2391
Q1,3245,3245,-1,2391
Q1,3246,3246,-1,2913
Q1,3247,3247,-1,3306
Q1,3248,3248,1,3248
Q1,3249,3249,2,2913
Q1,3250,3250,7,2913
Q1,3251,3251,7,1122
Q1,3252,3252,-1,1881
Q1,3253,3253,-1,932
Q1,3254,3254,-1,1379
Q1,3255,3255,-1,2167
Q1,3256,3256,-1,2167
Q1,3257,3257,33,2391
Q1,3258,3258,-1,3308
Q1,3259,3259,11,2391
Q1,3260,3260,-1,3308
Q1,3261,3261,5,3306
Q1,3262,3262,-1,3306
Q1,3263,3263,-1,3259
Q1,3264,3264,-1,3308
Q1,3265,3265,1,3265
Q1,3266,3266,3,3265
Q1,3267,3267,7,2706
Q1,3268,3268,-1,63
Q1,3269,3269,-1,2935
Q1,3270,3270,-1,1830
Q1,3271,3271,-1,3172
Q1,3272,3272,-1,3636
Q1,3273,3273,-1,3028
Q1,3274,3274,-1,3028
Q1,3275,3275,49,712
Q1,3276,3276,-1,1144
Q1,3277,3277,69,150
Q1,3278,3278,-1,1942
Q1,3279,3279,-1,2357
Q1,3280,3280,-1,1942
Q1,3281,3281,-1,3286
Q1,3282,3282,-1,3286
Q1,3283,3283,51,3446
Q1,3284,3284,-1,3287
Q1,3285,3285,-1,3287
Q1,3286,3286,5,1000
Q1,3287,3287,-1,1000
Q1,3288,3288,-1,922
Q1,3289,3289,-1,2357
Q1,3290,3290,-1,2357
Q1,3291,3291,-1,2894
Q1,3292,3292,-1,1384
Q1,3293,3293,-1,494
Q1,3294,3294,-1,2904
Q1,3295,3295,-1,930
Q1,3296,3296,-1,2648
Q1,3297,3297,3,1709
Q1,3298,3298,-1,284
Q1,3299,3299,-1,284
Q1,3300,3300,-1,1502
Q1,3301,3301,-1,1105
Q1,3302,3302,65,1490
Q1,3303,3303,-1,2399
Q1,3304,3304,-1,494
Q1,3305,3305,6,2391
Q1,3306,3306,1,3306
Q1,3307,3307,47,2390
Q1,3308,3308,96,3306
Q1,3309,3309,-1,50
Q1,3310,3310,-1,50
Q1,3311,3311,-1,3314
Q1,3312,3312,29,2410
Q1,3313,3313,-1,2410
Q1,3314,3314,3,3325
Q1,3315,3315,-1,3314
Q1,3316,3316,-1,3340
Q1,3317,3317,22,2410
Q1,3318,3318,-1,1720
Q1,3319,3319,-1,1720
Q1,3320,3320,90,2410
Q1,3321,3321,12,2399
Q1,3322,3322,-1,3314
Q1,3323,3323,-1,3325
Q1,3324,3324,38,3168
Q1,3325,3325,24,3168
Q1,3326,3326,-1,3010
Q1,3327,3327,1,3327
Q1,3328,3328,-1,3327
Q1,3329,3329,-1,2412
Q1,3330,3330,20,925
Q1,3331,3331,11,1830
Q1,3332,3332,98,2412
Q1,3333,3333,-1,1474
Q1,3334,3334,-1,1821
Q1,3335,3335,-1,1821
Q1,3336,3336,-1,2199
Q1,3337,3337,-1,3168
Q1,3338,3338,-1,2425
Q1,3339,3339,-1,2425
Q1,3340,3340,2,2425
Q1,3341,3341,97,2425
Q1,3342,3342,2,2190
Q1,3343,3343,14,3344
Q1,3344,3344,7,2190
Q1,3345,3345,8,3344
Q1,3346,3346,-1,3340
Q1,3347,3347,14,3325
Q1,3348,3348,-1,2429
Q1,3349,3349,1,3349
Q1,3350,3350,-1,2706
Q1,3351,3351,-1,3325
Q1,3352,3352,-1,334
Q1,3353,3353,-1,3307
Q1,3354,3354,57,487
Q1,3355,3355,35,487
Q1,3356,3356,-1,487
Q1,3357,3357,-1,3595
Q1,3358,3358,-1,2321
Q1,3359,3359,-1,1135
Q1,3360,3360,35,1891
Q1,3361,3361,-1,1342
Q1,3362,3362,-1,1614
Q1,3363,3363,-1,2892
Q1,3364,3364,-1,2245
Q1,3365,3365,-1,1614
Q1,3366,3366,-1,495
Q1,3367,3367,-1,3702
Q1,3368,3368,-1,3402
Q1,3369,3369,-1,3402
Q1,3370,3370,-1,1280
Q1,3371,3371,-1,2708
Q1,3372,3372,3,1385
Q1,3373,3373,-1,1629
Q1,3374,3374,-1,1629
Q1,3375,3375,-1,2391
Q1,3376,3376,-1,1076
Q1,3377,3377,-1,332
Q1,3378,3378,-1,2256
Q1,3379,3379,-1,3382
Q1,3380,3380,-1,22
Q1,3381,3381,98,2391
Q1,3382,3382,1,3382
Q1,3383,3383,-1,1299
Q1,3384,3384,-1,1299
Q1,3385,3385,-1,24
Q1,3386,3386,-1,2968
Q1,3387,3387,-1,3233
Q1,3388,3388,-1,1410
Q1,3389,3389,-1,2245
Q1,3390,3390,-1,2245
Q1,3391,3391,-1,2245
Q1,3392,3392,-1,2245
Q1,3393,3393,-1,2245
Q1,3394,3394,-1,2245
Q1,3395,3395,-1,3029
Q1,3396,3396,-1,2079
Q1,3397,3397,-1,3029
Q1,3398,3398,-1,3029
Q1,3399,3399,-1,3029
Q1,3400,3400,-1,3029
Q1,3401,3401,-1,3447
Q1,3402,3402,2,1578
Q1,3403,3403,-1,355
Q1,3404,3404,-1,2253
Q1,3405,3405,18,3306
Q1,3406,3406,-1,132
Q1,3407,3407,-1,1379
Q1,3408,3408,-1,1648
Q1,3409,3409,-1,1648
Q1,3410,3410,-1,793
Q1,3411,3411,-1,1275
Q1,3412,3412,-1,1275
Q1,3413,3413,-1,2173
Q1,3414,3414,-1,2975
Q1,3415,3415,-1,3528
Q1,3416,3416,-1,3659
Q1,3417,3417,-1,1338
Q1,3418,3418,58,1080
Q1,3419,3419,1,3419
Q1,3420,3420,-1,95
Q1,3421,3421,-1,3108
Q1,3422,3422,-1,1386
Q1,3423,3423,-1,1468
Q1,3424,3424,-1,1973
Q1,3425,3425,-1,3556
Q1,3426,3426,-1,3556
Q1,3427,3427,-1,3597
Q1,3428,3428,-1,1017
Q1,3429,3429,-1,2674
Q1,3430,3430,-1,335
Q1,3431,3431,-1,2572
Q1,3432,3432,-1,1407
Q1,3433,3433,-1,1407
Q1,3434,3434,-1,1407
Q1,3435,3435,-1,35
Q1,3436,3436,83,1625
Q1,3437,3437,3,14
Q1,3438,3438,14,3436
Q1,3439,3439,-1,2190
Q1,3440,3440,-1,495
Q1,3441,3441,-1,2190
Q1,3442,3442,-1,1403
Q1,3443,3443,-1,132
Q1,3444,3444,6,1000
Q1,3445,3445,-1,1031
Q1,3446,3446,3,2532
Q1,3447,3447,-1,2532
Q1,3448,3448,-1,959
Q1,3449,3449,-1,1889
Q1,3450,3450,-1,1468
Q1,3451,3451,12,3597
Q1,3452,3452,10,3597
Q1,3453,3453,-1,495
Q1,3454,3454,-1,2532
Q1,3455,3455,95,1881
Q1,3456,3456,83,3525
Q1,3457,3457,-1,1474
Q1,3458,3458,-1,1474
Q1,3459,3459,83,1474
Q1,3460,3460,-1,1343
Q1,3461,3461,-1,3581
Q1,3462,3462,-1,3525
Q1,3463,3463,10,506
Q1,3464,3464,7,506
Q1,3465,3465,20,506
Q1,3466,3466,58,506
Q1,3467,3467,19,506
Q1,3468,3468,84,506
Q1,3469,3469,8,506
Q1,3470,3470,42,506
Q1,3471,3471,-1,506
Q1,3472,3472,-1,506
Q1,3473,3473,3,1467
Q1,3474,3474,4,1467
Q1,3475,3475,84,1467
Q1,3476,3476,-1,1467
Q1,3477,3477,4,1467
Q1,3478,3478,9,1467
Q1,3479,3479,-1,1467
Q1,3480,3480,-1,1467
Q1,3481,3481,-1,506
Q1,3482,3482,74,506
Q1,3483,3483,5,506
Q1,3484,3484,23,506
Q1,3485,3485,1,3485
Q1,3486,3486,-1,1384
Q1,3487,3487,-1,3485
Q1,3488,3488,-1,3765
Q1,3489,3489,67,3765
Q1,3490,3490,-1,3765
Q1,3491,3491,90,3765
Q1,3492,3492,48,3765
Q1,3493,3493,-1,3765
Q1,3494,3494,-1,3765
Q1,3495,3495,-1,3765
Q1,3496,3496,-1,3765
Q1,3497,3497,-1,3765
Q1,3498,3498,-1,3765
Q1,3499,3499,-1,3765
Q1,3500,3500,-1,3765
Q1,3501,3501,-1,3765
Q1,3502,3502,1,3502
Q1,3503,3503,2,3502
Q1,3504,3504,9,2205
Q1,3505,3505,-1,605
Q1,3506,3506,-1,605
Q1,3507,3507,8,3642
Q1,3508,3508,-1,1681
Q1,3509,3509,-1,1338
Q1,3510,3510,8,620
Q1,3511,3511,5,620
Q1,3512,3512,4,3636
Q1,3513,3513,68,3522
Q1,3514,3514,-1,1251
Q1,3515,3515,-1,3465
Q1,3516,3516,91,3530
Q1,3517,3517,-1,3530
Q1,3518,3518,-1,1423
Q1,3519,3519,31,2117
Q1,3520,3520,-1,2117
Q1,3521,3521,-1,1076
Q1,3522,3522,-1,1673
Q1,3523,3523,-1,1489
Q1,3524,3524,-1,1418
Q1,3525,3525,-1,2886
Q1,3526,3526,-1,2886
Q1,3527,3527,-1,358
Q1,3528,3528,18,1418
Q1,3529,3529,2,3528
Q1,3530,3530,3,1384
Q1,3531,3531,-1,1468
Q1,3532,3532,-1,512
Q1,3533,3533,-1,3650
Q1,3534,3534,8,3597
Q1,3535,3535,5,3597
Q1,3536,3536,-1,495
Q1,3537,3537,-1,2168
Q1,3538,3538,-1,21
Q1,3539,3539,-1,2168
Q1,3540,3540,-1,30
Q1,3541,3541,-1,1080
Q1,3542,3542,-1,2793
Q1,3543,3543,-1,1386
Q1,3544,3544,2,3597
Q1,3545,3545,-1,30
Q1,3546,3546,-1,3548
Q1,3547,3547,-1,2247
Q1,3548,3548,-1,1339
Q1,3549,3549,-1,2120
Q1,3550,3550,-1,1406
Q1,3551,3551,-1,1299
Q1,3552,3552,30,3556
Q1,3553,3553,21,3556
Q1,3554,3554,74,3556
Q1,3555,3555,-1,3548
Q1,3556,3556,-1,3274
Q1,3557,3557,-1,212
Q1,3558,3558,-1,69
Q1,3559,3559,-1,1958
Q1,3560,3560,-1,33
Q1,3561,3561,-1,1704
Q1,3562,3562,-1,1175
Q1,3563,3563,-1,852
Q1,3564,3564,-1,2892
Q1,3565,3565,-1,1080
Q1,3566,3566,-1,3544
Q1,3567,3567,-1,3636
Q1,3568,3568,-1,3108
Q1,3569,3569,-1,3108
Q1,3570,3570,-1,2977
Q1,3571,3571,-1,3436
Q1,3572,3572,-1,1125
Q1,3573,3573,-1,1125
Q1,3574,3574,-1,495
Q1,3575,3575,-1,495
Q1,3576,3576,-1,1640
Q1,3577,3577,-1,1421
Q1,3578,3578,-1,1415
Q1,3579,3579,69,3384
Q1,3580,3580,-1,429
Q1,3581,3581,1,3581
Q1,3582,3582,1,3582
Q1,3583,3583,-1,1427
