query_id,query_text,method,rank,image_id,score,caption_snippet
q_ff_24,NAS key agreement,hybrid,1,image_305.jpeg,12.9023503677739,BEST Key Hierarchy for 5GS networks
q_ff_24,NAS key agreement,hybrid,2,image_303.jpeg,12.8940403247773,BEST Key Hierarchy for EPS networks and legacy UEs
q_ff_24,NAS key agreement,hybrid,3,image_304.jpeg,12.8940403247773,BEST Key Hierarchy for EPS networks and legacy UEs
q_ff_24,NAS key agreement,hybrid,4,image_318.jpeg,12.403828067565328,Network access authentication with credentials owned by an entity separate from the
q_ff_24,NAS key agreement,hybrid,5,image_302.jpeg,12.377840465632723,Generic BEST key agreement process for 5GS networks
q_ff_24,NAS key agreement,hybrid,6,image_266.png,11.716631149870516,LTKUP key agreement process diagram
q_ff_24,NAS key agreement,hybrid,7,image_310.jpeg,11.190227653601779,Initial access with key derivation
q_ff_24,NAS key agreement,hybrid,8,image_454.jpeg,10.840138627158355,AMF re-allocation with NAS message and 5G NAS security context re-route via RAN
q_ff_24,NAS key agreement,hybrid,9,image_455.jpeg,10.760877017389811,AMF re-allocation with 5G NAS security context re-route via RAN based on
q_ff_24,NAS key agreement,hybrid,10,image_313.png,10.689859656528231,Using EAP-TLS Authentication Procedures over 5G Networks for initial one-way
q_ff_25,user plane protocol stack,hybrid,1,image_1105.jpeg,20.43192685385291,MB2-U Protocol stack with DTLS Security
q_ff_25,user plane protocol stack,hybrid,2,image_1106.jpeg,20.43192685385291,MB2-U Protocol stack with DTLS Security
q_ff_25,user plane protocol stack,hybrid,3,image_381.png,20.15608963856929,Control-plane protocol stack
q_ff_25,user plane protocol stack,hybrid,4,image_3534.png,19.96617205207267,User plane protocol stack for L2 UE-to-Network Relay
q_ff_25,user plane protocol stack,hybrid,5,image_3535.png,19.96617205207267,User plane protocol stack for L2 UE-to-Network Relay
q_ff_25,user plane protocol stack,hybrid,6,image_3595.jpeg,19.56797644435943,User plane protocol stack for L2 UE-to-Network Relay
q_ff_25,user plane protocol stack,hybrid,7,image_3596.jpeg,19.481013569610322,Control plane protocol stack for L2 UE-to-Network Relay
q_ff_25,user plane protocol stack,hybrid,8,image_3598.jpeg,19.481013569610322,Control plane protocol stack for L2 UE-to-Network Relay
q_ff_25,user plane protocol stack,hybrid,9,image_3597.jpeg,19.481013569610322,Control plane protocol stack for L2 UE-to-Network Relay
q_ff_25,user plane protocol stack,hybrid,10,image_1351.jpeg,19.238122271566425,Radio control plane protocol stack for supporting RNs
